tourney_id,match_num,winner_id,loser_id,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2021-709,282-2021-709,214544,204427,7-5 6-1,3,R32,94.0,4.0,3.0,84.0,49.0,34.0,19.0,10.0,12.0,13.0,0.0,0.0,52.0,46.0,23.0,4.0,9.0,4.0,8.0,4.0,6195.0,51.0,1535.0
2021-709,281-2021-709,206252,213550,6-1 6-4,3,R32,73.0,7.0,4.0,61.0,32.0,22.0,13.0,9.0,7.0,9.0,0.0,3.0,52.0,32.0,16.0,7.0,8.0,5.0,10.0,40.0,1646.0,5.0,5905.0
2021-709,280-2021-709,216347,201619,7-5 6-1,3,R32,84.0,1.0,3.0,56.0,27.0,19.0,18.0,10.0,4.0,6.0,6.0,1.0,68.0,42.0,24.0,10.0,9.0,6.0,11.0,15.0,3555.0,23.0,2606.0
2021-709,279-2021-709,202469,211095,2-6 6-0 7-5,3,R32,124.0,4.0,9.0,83.0,51.0,30.0,14.0,13.0,7.0,13.0,3.0,6.0,77.0,40.0,23.0,15.0,13.0,5.0,13.0,12.0,4110.0,69.0,1150.0
2021-709,278-2021-709,202494,216153,2-6 6-3 6-4,3,R32,98.0,2.0,4.0,71.0,41.0,23.0,13.0,13.0,1.0,7.0,1.0,5.0,83.0,52.0,35.0,9.0,14.0,4.0,11.0,6.0,5835.0,39.0,1690.0
2021-709,277-2021-709,201662,201545,6-2 6-3,3,R32,71.0,3.0,3.0,45.0,25.0,19.0,9.0,8.0,1.0,3.0,1.0,2.0,65.0,41.0,20.0,10.0,9.0,7.0,13.0,9.0,4660.0,47.0,1556.0
2021-709,276-2021-709,201329,201520,6-4 3-6 6-4,3,R32,143.0,1.0,6.0,99.0,59.0,31.0,20.0,14.0,6.0,12.0,3.0,3.0,93.0,60.0,38.0,12.0,15.0,1.0,8.0,113.0,732.0,10.0,4160.0
2021-709,275-2021-709,211533,201548,6-2 7-6(3),3,R32,98.0,5.0,6.0,88.0,50.0,32.0,17.0,10.0,4.0,7.0,1.0,7.0,61.0,37.0,21.0,9.0,10.0,4.0,9.0,49.0,1545.0,80.0,1045.0
2021-709,274-2021-709,201493,201594,1-6 3-3 RET,3,R32,60.0,0.0,4.0,42.0,28.0,13.0,2.0,7.0,3.0,8.0,3.0,2.0,52.0,32.0,17.0,9.0,7.0,4.0,7.0,26.0,2270.0,3.0,6520.0
2021-709,273-2021-709,206408,200033,7-6(6) 7-5,3,R32,118.0,3.0,3.0,74.0,40.0,24.0,18.0,12.0,0.0,3.0,8.0,4.0,77.0,37.0,23.0,18.0,12.0,2.0,6.0,44.0,1583.0,8.0,4850.0
2021-709,272-2021-709,201549,201540,7-5 6-3,3,R32,102.0,1.0,1.0,62.0,40.0,25.0,9.0,10.0,6.0,10.0,2.0,8.0,73.0,44.0,22.0,9.0,11.0,3.0,10.0,25.0,2335.0,53.0,1460.0
2021-709,271-2021-709,206420,206108,W/O,3,R32,0.0,,,,,,,,,,,,,,,,,,,33.0,1935.0,13.0,3830.0
2021-709,270-2021-709,202468,211768,7-6(2) 6-2,3,R32,87.0,4.0,2.0,77.0,44.0,32.0,15.0,10.0,7.0,9.0,4.0,1.0,61.0,32.0,19.0,15.0,10.0,1.0,5.0,31.0,2058.0,2.0,7650.0
2021-709,268-2021-709,201468,203354,0-6 7-6(4) 7-6(6),3,R64,154.0,0.0,6.0,95.0,52.0,29.0,21.0,15.0,2.0,10.0,0.0,6.0,113.0,68.0,44.0,19.0,15.0,8.0,13.0,665.0,47.0,97.0,844.0
2021-709,267-2021-709,201614,220714,7-6(8) 6-2,3,R64,97.0,9.0,3.0,58.0,37.0,31.0,14.0,10.0,1.0,2.0,0.0,2.0,74.0,48.0,30.0,13.0,10.0,5.0,8.0,56.0,1440.0,111.0,746.0
2021-709,266-2021-709,206368,210722,4-6 6-2 6-3,3,R64,139.0,2.0,2.0,85.0,52.0,38.0,15.0,14.0,6.0,9.0,0.0,9.0,87.0,46.0,33.0,17.0,13.0,6.0,11.0,28.0,2160.0,14.0,3685.0
2021-709,265-2021-709,206289,201555,7-6(6) 3-6 6-2,3,R64,168.0,4.0,7.0,112.0,59.0,37.0,27.0,15.0,6.0,10.0,3.0,5.0,116.0,50.0,33.0,32.0,14.0,11.0,15.0,19.0,3130.0,74.0,1106.0
2021-709,264-2021-709,221103,201709,7-5 4-6 6-4,3,R64,177.0,4.0,2.0,106.0,67.0,36.0,21.0,16.0,16.0,23.0,1.0,6.0,105.0,73.0,42.0,10.0,16.0,11.0,19.0,35.0,1866.0,34.0,1905.0
2021-709,263-2021-709,204427,202429,7-6(4) 6-7(7) 7-5,3,R64,231.0,0.0,6.0,145.0,99.0,56.0,19.0,18.0,14.0,23.0,1.0,12.0,126.0,77.0,40.0,18.0,18.0,6.0,16.0,51.0,1535.0,83.0,1000.0
2021-709,260-2021-709,206252,202453,6-2 6-0,3,R64,63.0,3.0,1.0,39.0,14.0,12.0,18.0,7.0,0.0,0.0,0.0,3.0,36.0,21.0,10.0,5.0,7.0,4.0,9.0,40.0,1646.0,58.0,1400.0
2021-709,259-2021-709,201619,201585,4-6 6-2 7-5,3,R64,150.0,3.0,5.0,109.0,69.0,39.0,20.0,15.0,13.0,19.0,0.0,5.0,92.0,60.0,33.0,12.0,15.0,5.0,13.0,23.0,2606.0,65.0,1218.0
2021-709,258-2021-709,216347,201590,5-4 RET,3,R64,52.0,0.0,2.0,35.0,21.0,13.0,5.0,5.0,2.0,4.0,1.0,4.0,27.0,13.0,7.0,6.0,5.0,1.0,3.0,15.0,3555.0,27.0,2222.0
2021-709,257-2021-709,202469,206255,6-1 6-2,3,R64,66.0,3.0,1.0,43.0,29.0,21.0,8.0,8.0,1.0,3.0,0.0,5.0,41.0,23.0,11.0,4.0,7.0,2.0,8.0,12.0,4110.0,64.0,1254.0
2021-709,256-2021-709,211095,214461,6-3 6-2,3,R64,77.0,0.0,1.0,51.0,34.0,23.0,7.0,8.0,1.0,3.0,1.0,10.0,63.0,34.0,19.0,10.0,9.0,1.0,7.0,69.0,1150.0,77.0,1070.0
2021-709,255-2021-709,216153,202492,7-5 6-3,3,R64,92.0,1.0,2.0,66.0,45.0,30.0,17.0,11.0,2.0,3.0,4.0,6.0,74.0,36.0,27.0,15.0,10.0,7.0,10.0,39.0,1690.0,48.0,1550.0
2021-709,252-2021-709,201545,213525,3-6 6-1 6-3,3,R64,118.0,3.0,2.0,76.0,48.0,31.0,16.0,12.0,5.0,8.0,4.0,3.0,87.0,58.0,34.0,10.0,13.0,10.0,16.0,47.0,1556.0,54.0,1460.0
2021-709,251-2021-709,201329,201539,6-3 6-0,3,R64,84.0,6.0,3.0,54.0,41.0,26.0,6.0,7.0,2.0,4.0,0.0,2.0,56.0,39.0,13.0,8.0,8.0,6.0,13.0,113.0,732.0,94.0,862.0
2021-709,250-2021-709,201520,202663,1-6 6-0 6-2,3,R64,95.0,5.0,6.0,62.0,41.0,31.0,9.0,10.0,3.0,5.0,4.0,2.0,70.0,44.0,25.0,11.0,11.0,3.0,8.0,10.0,4160.0,46.0,1558.0
2021-709,249-2021-709,211533,202427,6-3 6-1,3,R64,69.0,4.0,3.0,42.0,20.0,17.0,11.0,8.0,2.0,4.0,2.0,1.0,62.0,43.0,20.0,7.0,8.0,7.0,13.0,49.0,1545.0,18.0,3236.0
2021-709,248-2021-709,201548,214954,6-4 6-2,3,R64,92.0,1.0,1.0,58.0,43.0,30.0,10.0,9.0,4.0,4.0,5.0,5.0,76.0,55.0,34.0,8.0,9.0,3.0,6.0,80.0,1045.0,21.0,2746.0
2021-709,247-2021-709,201493,201427,6-2 7-5,3,R64,95.0,1.0,4.0,83.0,52.0,31.0,17.0,10.0,13.0,15.0,0.0,7.0,58.0,36.0,22.0,9.0,10.0,1.0,6.0,26.0,2270.0,60.0,1300.0
2021-709,244-2021-709,206408,201696,2-6 7-6(3) 6-1,3,R64,151.0,2.0,2.0,88.0,60.0,39.0,13.0,13.0,5.0,9.0,0.0,1.0,102.0,74.0,43.0,13.0,14.0,7.0,12.0,44.0,1583.0,55.0,1446.0
2021-709,243-2021-709,201549,201603,5-7 6-3 6-4,3,R64,149.0,6.0,2.0,96.0,60.0,44.0,19.0,16.0,8.0,10.0,1.0,1.0,90.0,56.0,32.0,25.0,15.0,6.0,9.0,25.0,2335.0,43.0,1618.0
2021-709,242-2021-709,201540,202505,6-3 6-4,3,R64,108.0,4.0,6.0,79.0,48.0,31.0,14.0,10.0,4.0,6.0,3.0,7.0,61.0,33.0,22.0,10.0,9.0,6.0,10.0,53.0,1460.0,11.0,4140.0
2021-709,241-2021-709,206108,201533,6-1 6-4,3,R64,76.0,1.0,3.0,42.0,18.0,13.0,16.0,8.0,3.0,4.0,0.0,9.0,62.0,34.0,21.0,10.0,9.0,6.0,11.0,13.0,3830.0,41.0,1631.0
2021-709,240-2021-709,206420,216146,6-3 6-1,3,R64,75.0,3.0,11.0,60.0,34.0,23.0,12.0,8.0,3.0,4.0,0.0,2.0,63.0,31.0,14.0,15.0,8.0,9.0,14.0,33.0,1935.0,79.0,1053.0
2021-709,239-2021-709,202468,214082,7-5 6-3,3,R64,96.0,0.0,3.0,65.0,35.0,27.0,10.0,11.0,5.0,9.0,2.0,3.0,74.0,45.0,23.0,12.0,10.0,3.0,9.0,31.0,2058.0,37.0,1800.0
2021-709,237-2021-709,214461,201585,6-4 7-5,3,Q2,97.0,2.0,4.0,78.0,47.0,28.0,17.0,11.0,5.0,8.0,1.0,1.0,72.0,54.0,27.0,9.0,11.0,5.0,10.0,77.0,1070.0,65.0,1218.0
2021-709,236-2021-709,201329,201540,6-2 7-5,3,Q2,94.0,1.0,3.0,63.0,52.0,39.0,4.0,10.0,4.0,5.0,1.0,7.0,65.0,37.0,25.0,8.0,10.0,4.0,8.0,113.0,732.0,53.0,1460.0
2021-709,235-2021-709,201548,201696,6-7(5) 6-3 6-2,3,Q2,160.0,4.0,2.0,111.0,73.0,43.0,16.0,14.0,13.0,18.0,0.0,3.0,90.0,62.0,33.0,7.0,15.0,5.0,14.0,80.0,1045.0,55.0,1446.0
2021-709,234-2021-709,201427,201492,6-2 7-6(5),3,Q2,103.0,1.0,2.0,65.0,46.0,28.0,9.0,10.0,3.0,7.0,1.0,2.0,70.0,45.0,26.0,8.0,10.0,8.0,14.0,60.0,1300.0,107.0,760.0
2021-709,233-2021-709,201539,206255,6-3 2-6 6-2,3,Q2,129.0,1.0,4.0,88.0,59.0,30.0,15.0,13.0,11.0,17.0,3.0,7.0,83.0,53.0,29.0,8.0,12.0,9.0,16.0,94.0,862.0,64.0,1254.0
2021-709,232-2021-709,216146,211702,7-5 6-3,3,Q2,93.0,1.0,7.0,78.0,52.0,33.0,10.0,11.0,7.0,11.0,1.0,3.0,61.0,35.0,18.0,11.0,10.0,2.0,8.0,79.0,1053.0,84.0,993.0
2021-709,231-2021-709,201555,201506,6-2 6-3,3,Q2,77.0,0.0,2.0,44.0,20.0,15.0,17.0,8.0,0.0,1.0,0.0,1.0,63.0,43.0,22.0,9.0,9.0,2.0,7.0,74.0,1106.0,112.0,739.0
2021-709,230-2021-709,211095,215713,6-4 6-1,3,Q2,79.0,2.0,5.0,49.0,21.0,15.0,14.0,9.0,3.0,6.0,1.0,7.0,54.0,16.0,11.0,10.0,8.0,5.0,11.0,69.0,1150.0,78.0,1061.0
2021-709,229-2021-709,201585,211901,6-3 6-4,3,Q1,85.0,0.0,0.0,51.0,30.0,16.0,6.0,9.0,4.0,9.0,2.0,1.0,70.0,53.0,23.0,5.0,10.0,5.0,13.0,65.0,1218.0,104.0,782.0
2021-709,228-2021-709,214461,213926,6-1 6-1,3,Q1,71.0,1.0,3.0,42.0,26.0,21.0,7.0,7.0,1.0,2.0,2.0,6.0,52.0,34.0,17.0,2.0,7.0,8.0,14.0,77.0,1070.0,264.0,256.0
2021-709,227-2021-709,201540,215259,6-3 2-6 6-2,3,Q1,113.0,1.0,13.0,86.0,39.0,25.0,15.0,13.0,3.0,10.0,1.0,4.0,75.0,46.0,21.0,11.0,12.0,6.0,14.0,53.0,1460.0,153.0,513.0
2021-709,226-2021-709,201329,201595,4-6 6-3 6-3,3,Q1,118.0,2.0,2.0,86.0,52.0,28.0,23.0,14.0,5.0,10.0,1.0,6.0,87.0,42.0,25.0,18.0,14.0,5.0,12.0,113.0,732.0,82.0,1021.0
2021-709,225-2021-709,201696,201455,6-3 6-3,3,Q1,105.0,3.0,1.0,72.0,53.0,34.0,11.0,9.0,6.0,7.0,1.0,2.0,72.0,42.0,21.0,17.0,9.0,7.0,11.0,55.0,1446.0,1119.0,10.0
2021-709,224-2021-709,201548,206124,2-6 6-2 6-3,3,Q1,115.0,1.0,3.0,77.0,44.0,28.0,15.0,12.0,5.0,10.0,2.0,3.0,90.0,58.0,30.0,15.0,13.0,8.0,15.0,80.0,1045.0,92.0,864.0
2021-709,223-2021-709,201427,202579,7-6(7) 6-7(4) 6-4,3,Q1,202.0,0.0,13.0,123.0,78.0,46.0,13.0,17.0,9.0,18.0,0.0,8.0,118.0,80.0,40.0,16.0,17.0,10.0,20.0,60.0,1300.0,170.0,432.0
2021-709,222-2021-709,201492,201593,6-4 5-7 6-3,3,Q1,131.0,2.0,4.0,91.0,57.0,42.0,15.0,16.0,4.0,8.0,1.0,4.0,83.0,57.0,38.0,12.0,15.0,2.0,7.0,107.0,760.0,75.0,1104.0
2021-709,221-2021-709,206255,206374,0-6 6-3 7-6(4),3,Q1,139.0,0.0,3.0,95.0,57.0,32.0,22.0,14.0,3.0,7.0,2.0,3.0,85.0,52.0,36.0,19.0,13.0,5.0,7.0,64.0,1254.0,119.0,697.0
2021-709,220-2021-709,201539,220367,7-6(2) 6-4,3,Q1,121.0,2.0,6.0,72.0,43.0,25.0,15.0,11.0,1.0,5.0,3.0,9.0,87.0,51.0,28.0,13.0,11.0,10.0,15.0,94.0,862.0,70.0,1144.0
2021-709,219-2021-709,211702,201444,6-2 6-0,3,Q1,62.0,3.0,2.0,57.0,45.0,30.0,6.0,7.0,4.0,4.0,0.0,1.0,56.0,34.0,14.0,11.0,7.0,7.0,12.0,84.0,993.0,63.0,1263.0
2021-709,218-2021-709,216146,215572,6-4 6-0,3,Q1,84.0,1.0,3.0,67.0,51.0,34.0,7.0,8.0,5.0,6.0,0.0,2.0,58.0,37.0,16.0,11.0,8.0,5.0,10.0,79.0,1053.0,589.0,63.0
2021-709,217-2021-709,201506,201586,6-3 6-2,3,Q1,77.0,0.0,1.0,60.0,44.0,26.0,8.0,9.0,3.0,6.0,3.0,5.0,45.0,21.0,11.0,5.0,8.0,1.0,7.0,112.0,739.0,71.0,1136.0
2021-709,216-2021-709,201555,214459,6-4 6-3,3,Q1,80.0,5.0,1.0,53.0,30.0,24.0,13.0,10.0,2.0,4.0,2.0,2.0,52.0,29.0,20.0,7.0,9.0,0.0,4.0,74.0,1106.0,285.0,229.0
2021-709,215-2021-709,211095,214643,6-3 6-4,3,Q1,106.0,3.0,8.0,87.0,43.0,28.0,21.0,10.0,7.0,9.0,4.0,10.0,58.0,25.0,19.0,11.0,9.0,6.0,10.0,69.0,1150.0,106.0,764.0
2021-709,214-2021-709,215713,202506,6-4 7-6(1),3,Q1,100.0,4.0,6.0,72.0,37.0,23.0,15.0,11.0,3.0,8.0,0.0,6.0,76.0,46.0,21.0,12.0,11.0,3.0,9.0,78.0,1061.0,100.0,826.0
2021-2035,300-2021-2035,211651,211951,6-2 2-0 RET,3,F,43.0,2.0,1.0,25.0,17.0,14.0,4.0,5.0,1.0,2.0,0.0,5.0,42.0,21.0,11.0,7.0,5.0,3.0,7.0,44.0,1620.0,188.0,378.0
2021-2035,299-2021-2035,211651,202600,6-1 6-2,3,SF,63.0,1.0,6.0,50.0,28.0,23.0,10.0,8.0,4.0,5.0,0.0,2.0,41.0,26.0,12.0,6.0,7.0,1.0,6.0,44.0,1620.0,123.0,668.0
2021-2035,298-2021-2035,211951,215785,7-6(6) 7-6(4),3,SF,128.0,4.0,11.0,85.0,44.0,30.0,17.0,12.0,2.0,6.0,6.0,10.0,110.0,66.0,43.0,15.0,12.0,13.0,17.0,188.0,378.0,115.0,718.0
2021-2035,297-2021-2035,202600,202436,6-1 2-6 7-5,3,QF,152.0,0.0,4.0,114.0,85.0,48.0,14.0,13.0,14.0,19.0,0.0,2.0,88.0,65.0,35.0,9.0,14.0,5.0,12.0,123.0,668.0,220.0,318.0
2021-2035,296-2021-2035,211651,202490,6-2 6-4,3,QF,81.0,2.0,5.0,51.0,30.0,27.0,11.0,9.0,1.0,1.0,0.0,0.0,55.0,35.0,20.0,12.0,9.0,4.0,7.0,44.0,1620.0,60.0,1300.0
2021-2035,295-2021-2035,215785,205925,6-4 6-2,3,QF,83.0,0.0,2.0,59.0,40.0,23.0,8.0,9.0,2.0,6.0,1.0,2.0,65.0,52.0,21.0,4.0,9.0,8.0,15.0,115.0,718.0,103.0,788.0
2021-2035,294-2021-2035,211951,206408,6-4 6-3,3,QF,95.0,3.0,7.0,73.0,42.0,26.0,14.0,10.0,7.0,10.0,1.0,2.0,62.0,34.0,15.0,13.0,9.0,5.0,10.0,188.0,378.0,42.0,1645.0
2021-2035,293-2021-2035,202600,220367,6-3 4-6 6-2,3,R16,119.0,1.0,3.0,83.0,56.0,33.0,12.0,13.0,6.0,11.0,4.0,8.0,86.0,52.0,27.0,14.0,14.0,3.0,11.0,123.0,668.0,69.0,1144.0
2021-2035,292-2021-2035,202436,214939,4-6 6-1 6-3,3,R16,65.0,1.0,1.0,84.0,70.0,46.0,8.0,13.0,7.0,10.0,1.0,2.0,86.0,62.0,39.0,6.0,13.0,5.0,11.0,220.0,318.0,111.0,740.0
2021-2035,291-2021-2035,211651,202596,6-0 6-4,3,R16,81.0,3.0,0.0,47.0,29.0,20.0,11.0,8.0,1.0,2.0,0.0,3.0,54.0,36.0,19.0,6.0,8.0,1.0,6.0,44.0,1620.0,179.0,396.0
2021-2035,290-2021-2035,202490,201548,4-6 6-2 2-1 RET,3,R16,106.0,3.0,5.0,77.0,46.0,31.0,17.0,11.0,2.0,4.0,1.0,3.0,60.0,37.0,25.0,11.0,10.0,7.0,10.0,60.0,1300.0,76.0,1075.0
2021-2035,289-2021-2035,205925,213710,6-4 5-7 6-0,3,R16,144.0,1.0,4.0,116.0,80.0,44.0,16.0,13.0,11.0,17.0,1.0,3.0,99.0,76.0,32.0,11.0,13.0,8.0,17.0,103.0,788.0,172.0,420.0
2021-2035,288-2021-2035,215785,215872,4-6 6-3 6-4,3,R16,143.0,0.0,6.0,90.0,57.0,35.0,14.0,15.0,1.0,8.0,0.0,6.0,95.0,64.0,33.0,12.0,14.0,6.0,14.0,115.0,718.0,136.0,603.0
2021-2035,287-2021-2035,206408,206219,6-2 6-3,3,R16,82.0,2.0,4.0,69.0,45.0,33.0,13.0,9.0,7.0,7.0,2.0,3.0,48.0,24.0,13.0,13.0,8.0,4.0,7.0,42.0,1645.0,114.0,718.0
2021-2035,286-2021-2035,211951,201709,6-3 6-4,3,R16,83.0,3.0,1.0,51.0,32.0,17.0,13.0,9.0,4.0,7.0,1.0,1.0,63.0,44.0,22.0,6.0,10.0,3.0,9.0,188.0,378.0,35.0,1905.0
2021-2035,285-2021-2035,202600,236957,6-2 6-3,3,R32,78.0,0.0,1.0,57.0,38.0,26.0,11.0,8.0,1.0,2.0,2.0,8.0,66.0,33.0,20.0,12.0,9.0,3.0,8.0,123.0,668.0,,
2021-2035,284-2021-2035,220367,201555,7-5 6-1,3,R32,89.0,0.0,8.0,69.0,42.0,26.0,12.0,9.0,6.0,9.0,2.0,2.0,57.0,42.0,21.0,2.0,10.0,5.0,12.0,69.0,1144.0,73.0,1106.0
2021-2035,283-2021-2035,202436,206124,6-2 0-6 7-5,3,R32,123.0,0.0,0.0,84.0,69.0,39.0,5.0,13.0,3.0,9.0,1.0,4.0,90.0,66.0,36.0,11.0,13.0,4.0,10.0,220.0,318.0,94.0,853.0
2021-2035,282-2021-2035,214939,201540,6-0 7-6(6),3,R32,102.0,1.0,5.0,72.0,36.0,19.0,17.0,9.0,8.0,13.0,0.0,9.0,68.0,41.0,17.0,9.0,9.0,5.0,13.0,111.0,740.0,59.0,1320.0
2021-2035,281-2021-2035,211651,201492,6-2 6-3,3,R32,80.0,1.0,3.0,46.0,28.0,22.0,10.0,8.0,3.0,4.0,1.0,3.0,66.0,41.0,22.0,10.0,9.0,7.0,12.0,44.0,1620.0,106.0,760.0
2021-2035,280-2021-2035,202596,206255,4-6 7-5 6-2,3,R32,170.0,1.0,4.0,107.0,69.0,39.0,23.0,15.0,11.0,15.0,1.0,9.0,101.0,52.0,31.0,23.0,15.0,7.0,13.0,179.0,396.0,62.0,1264.0
2021-2035,279-2021-2035,201548,211736,6-4 6-3,3,R32,80.0,1.0,4.0,47.0,27.0,20.0,10.0,9.0,3.0,5.0,3.0,7.0,61.0,39.0,24.0,7.0,10.0,3.0,8.0,76.0,1075.0,251.0,269.0
2021-2035,278-2021-2035,202490,211411,5-7 6-1 6-0,3,R32,115.0,1.0,5.0,77.0,43.0,31.0,14.0,13.0,6.0,10.0,2.0,5.0,71.0,44.0,23.0,8.0,12.0,6.0,14.0,60.0,1300.0,86.0,961.0
2021-2035,277-2021-2035,213710,203575,3-6 6-4 6-1,3,R32,124.0,0.0,3.0,89.0,65.0,36.0,8.0,13.0,8.0,15.0,1.0,9.0,90.0,41.0,21.0,18.0,13.0,6.0,15.0,172.0,420.0,61.0,1270.0
2021-2035,276-2021-2035,205925,216016,6-7(6) 6-0 6-2,3,R32,151.0,2.0,5.0,83.0,51.0,33.0,22.0,13.0,7.0,9.0,1.0,5.0,92.0,52.0,31.0,16.0,13.0,4.0,11.0,103.0,788.0,145.0,560.0
2021-2035,275-2021-2035,215872,215337,6-2 6-4,3,R32,87.0,0.0,0.0,59.0,35.0,22.0,13.0,9.0,2.0,4.0,1.0,7.0,57.0,33.0,18.0,8.0,9.0,9.0,14.0,136.0,603.0,158.0,505.0
2021-2035,274-2021-2035,215785,201533,6-2 1-6 7-6(4),3,R32,141.0,1.0,8.0,106.0,78.0,47.0,12.0,14.0,10.0,16.0,2.0,3.0,89.0,53.0,32.0,18.0,13.0,9.0,14.0,115.0,718.0,43.0,1631.0
2021-2035,273-2021-2035,206408,201693,6-2 4-6 6-3,3,R32,134.0,2.0,5.0,87.0,49.0,36.0,19.0,14.0,1.0,4.0,2.0,4.0,85.0,46.0,28.0,18.0,13.0,3.0,8.0,42.0,1645.0,107.0,749.0
2021-2035,272-2021-2035,206219,201697,6-3 7-5,3,R32,83.0,4.0,6.0,63.0,37.0,30.0,15.0,11.0,2.0,3.0,5.0,3.0,68.0,35.0,26.0,12.0,10.0,3.0,6.0,114.0,718.0,88.0,880.0
2021-2035,271-2021-2035,211951,202421,6-2 1-6 7-5,3,R32,108.0,1.0,12.0,78.0,45.0,29.0,12.0,14.0,4.0,10.0,1.0,3.0,78.0,42.0,26.0,14.0,13.0,4.0,10.0,188.0,378.0,67.0,1205.0
2021-2035,270-2021-2035,201709,215219,4-6 6-2 6-1,3,R32,148.0,0.0,2.0,85.0,63.0,35.0,11.0,12.0,7.0,12.0,0.0,2.0,88.0,51.0,26.0,14.0,13.0,11.0,20.0,35.0,1905.0,100.0,825.0
2021-2035,269-2021-2035,215785,214646,6-4 6-3,3,Q2,96.0,0.0,0.0,61.0,46.0,29.0,6.0,9.0,6.0,9.0,1.0,3.0,57.0,28.0,17.0,8.0,10.0,3.0,9.0,115.0,718.0,191.0,371.0
2021-2035,268-2021-2035,211951,202600,5-7 6-2 6-2,3,Q2,106.0,8.0,9.0,87.0,53.0,39.0,14.0,14.0,4.0,8.0,1.0,3.0,87.0,54.0,35.0,10.0,14.0,2.0,9.0,188.0,378.0,123.0,668.0
2021-2035,267-2021-2035,216016,206037,6-3 6-3,3,Q2,102.0,0.0,4.0,76.0,53.0,33.0,7.0,9.0,9.0,13.0,1.0,3.0,60.0,36.0,18.0,6.0,9.0,5.0,12.0,145.0,560.0,215.0,324.0
2021-2035,266-2021-2035,215872,214181,7-5 7-6(6),3,Q2,138.0,4.0,5.0,98.0,52.0,30.0,15.0,12.0,7.0,14.0,1.0,9.0,95.0,64.0,25.0,14.0,12.0,6.0,14.0,136.0,603.0,171.0,422.0
