tourney_id,match_num,winner_id,loser_id,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2016-3350,289-2016-3350,105526,103843,6-7(8) 6-4 6-3,3,R16,151.0,11.0,3.0,112.0,50.0,43.0,33.0,15.0,6.0,7.0,11.0,1.0,119.0,81.0,51.0,20.0,16.0,9.0,13.0,109.0,544.0,124.0,495.0
2016-3350,290-2016-3350,104978,105430,6-4 6-4,3,R16,73.0,7.0,3.0,62.0,41.0,30.0,11.0,10.0,1.0,2.0,2.0,2.0,55.0,32.0,21.0,12.0,10.0,3.0,6.0,152.0,387.0,101.0,592.0
2016-3350,291-2016-3350,126094,104871,6-4 2-6 6-4,3,R16,95.0,10.0,4.0,79.0,51.0,41.0,14.0,14.0,1.0,3.0,16.0,3.0,85.0,57.0,43.0,14.0,14.0,4.0,6.0,172.0,334.0,78.0,690.0
2016-3350,292-2016-3350,105575,105668,7-5 7-6(4),3,R16,110.0,9.0,3.0,90.0,62.0,46.0,13.0,12.0,8.0,10.0,9.0,2.0,91.0,62.0,44.0,10.0,12.0,9.0,12.0,80.0,685.0,216.0,251.0
2016-3350,293-2016-3350,104672,105011,2-6 6-2 7-6(0),3,R16,131.0,4.0,3.0,90.0,44.0,30.0,29.0,14.0,0.0,3.0,8.0,4.0,96.0,64.0,42.0,15.0,14.0,5.0,8.0,158.0,375.0,49.0,880.0
2016-3350,294-2016-3350,106421,103781,6-1 6-0,3,QF,57.0,5.0,1.0,40.0,27.0,20.0,5.0,6.0,5.0,6.0,1.0,1.0,43.0,23.0,9.0,3.0,7.0,3.0,10.0,130.0,461.0,540.0,61.0
2016-3350,295-2016-3350,105526,103908,7-5 6-4,3,QF,76.0,10.0,3.0,63.0,30.0,24.0,20.0,11.0,1.0,3.0,4.0,4.0,64.0,27.0,22.0,12.0,11.0,3.0,7.0,109.0,544.0,71.0,736.0
2016-3350,296-2016-3350,104978,126094,7-6(9) 6-3,3,QF,81.0,4.0,5.0,69.0,43.0,36.0,15.0,11.0,0.0,1.0,12.0,6.0,67.0,35.0,29.0,18.0,10.0,3.0,5.0,152.0,387.0,172.0,334.0
2016-3350,297-2016-3350,104672,105575,6-4 6-4,3,QF,85.0,4.0,2.0,69.0,41.0,32.0,13.0,10.0,6.0,7.0,3.0,3.0,69.0,46.0,33.0,7.0,10.0,5.0,8.0,158.0,375.0,80.0,685.0
2016-3350,298-2016-3350,105526,106421,7-6(2) 7-6(5),3,SF,89.0,11.0,2.0,75.0,46.0,39.0,13.0,12.0,1.0,3.0,3.0,1.0,79.0,47.0,32.0,17.0,12.0,2.0,4.0,109.0,544.0,130.0,461.0
2016-3350,299-2016-3350,104672,104978,6-4 6-4,3,SF,68.0,2.0,1.0,55.0,34.0,28.0,14.0,10.0,0.0,0.0,7.0,2.0,55.0,38.0,27.0,11.0,10.0,1.0,3.0,158.0,375.0,152.0,387.0
2016-3350,300-2016-3350,105526,104672,6-2 6-0,3,F,48.0,7.0,1.0,37.0,18.0,15.0,14.0,7.0,1.0,1.0,0.0,2.0,52.0,35.0,18.0,4.0,7.0,6.0,11.0,109.0,544.0,158.0,375.0
2016-3351,227-2016-3351,105229,105472,6-3 7-6(11),3,Q1,106.0,2.0,2.0,91.0,53.0,37.0,20.0,11.0,5.0,6.0,7.0,5.0,74.0,37.0,26.0,18.0,10.0,2.0,4.0,303.0,157.0,286.0,173.0
2016-3351,228-2016-3351,106304,206843,6-2 6-1,3,Q1,62.0,1.0,6.0,38.0,17.0,13.0,14.0,7.0,3.0,4.0,3.0,7.0,64.0,38.0,18.0,9.0,8.0,8.0,14.0,979.0,12.0,,
2016-3351,229-2016-3351,105447,106382,6-3 6-3,3,Q1,65.0,2.0,1.0,40.0,23.0,22.0,14.0,9.0,0.0,0.0,4.0,3.0,63.0,29.0,20.0,17.0,9.0,3.0,6.0,549.0,60.0,498.0,72.0
2016-3351,230-2016-3351,105281,104945,6-2 6-1,3,Q1,67.0,1.0,3.0,57.0,31.0,19.0,17.0,8.0,6.0,7.0,0.0,2.0,43.0,23.0,13.0,6.0,7.0,3.0,8.0,338.0,140.0,191.0,293.0
2016-3351,231-2016-3351,105877,105534,6-4 6-1,3,Q1,79.0,1.0,7.0,70.0,36.0,27.0,13.0,9.0,3.0,5.0,0.0,2.0,51.0,30.0,15.0,9.0,8.0,2.0,7.0,263.0,191.0,398.0,109.0
2016-3351,232-2016-3351,105286,106266,7-5 2-1 RET,3,Q1,69.0,3.0,2.0,52.0,32.0,19.0,13.0,7.0,3.0,5.0,4.0,4.0,60.0,36.0,20.0,10.0,8.0,6.0,10.0,604.0,50.0,287.0,173.0
2016-3351,233-2016-3351,104233,105070,5-0 RET,3,Q1,23.0,0.0,0.0,16.0,7.0,6.0,6.0,3.0,0.0,0.0,1.0,1.0,18.0,9.0,4.0,3.0,2.0,2.0,4.0,420.0,100.0,366.0,121.0
2016-3351,234-2016-3351,109739,200632,6-3 6-3,3,Q1,75.0,3.0,2.0,62.0,35.0,24.0,13.0,9.0,4.0,7.0,1.0,7.0,75.0,38.0,20.0,14.0,9.0,10.0,16.0,167.0,339.0,993.0,11.0
2016-3351,235-2016-3351,123828,133430,6-2 6-4,3,Q1,69.0,1.0,1.0,60.0,40.0,28.0,11.0,9.0,4.0,5.0,5.0,5.0,58.0,32.0,19.0,13.0,9.0,2.0,6.0,460.0,84.0,248.0,216.0
2016-3351,236-2016-3351,108761,110740,6-3 6-3,3,Q1,80.0,1.0,4.0,57.0,27.0,21.0,16.0,9.0,5.0,6.0,0.0,3.0,63.0,42.0,23.0,10.0,9.0,9.0,13.0,354.0,126.0,816.0,23.0
2016-3351,237-2016-3351,105509,105334,0-6 7-6(5) 6-1,3,Q1,119.0,5.0,3.0,88.0,56.0,36.0,15.0,13.0,6.0,10.0,5.0,3.0,82.0,44.0,30.0,19.0,12.0,3.0,6.0,844.0,20.0,794.0,24.0
2016-3351,238-2016-3351,105454,105572,7-5 2-6 6-2,3,Q1,111.0,9.0,4.0,73.0,44.0,33.0,11.0,14.0,2.0,6.0,2.0,7.0,78.0,43.0,30.0,15.0,14.0,1.0,6.0,349.0,129.0,165.0,350.0
2016-3351,239-2016-3351,106248,105032,6-7(5) 6-3 6-4,3,Q1,135.0,15.0,11.0,104.0,51.0,40.0,31.0,16.0,4.0,5.0,13.0,5.0,97.0,49.0,39.0,23.0,15.0,6.0,9.0,358.0,124.0,253.0,203.0
2016-3351,240-2016-3351,106099,106412,6-0 7-6(5),3,Q1,101.0,6.0,3.0,53.0,29.0,23.0,9.0,9.0,1.0,4.0,3.0,7.0,76.0,45.0,23.0,11.0,9.0,5.0,11.0,326.0,145.0,468.0,81.0
2016-3351,241-2016-3351,202385,127139,6-3 6-3,3,Q1,80.0,0.0,2.0,49.0,30.0,22.0,9.0,9.0,1.0,3.0,0.0,4.0,55.0,35.0,17.0,9.0,9.0,6.0,11.0,,,,
2016-3351,242-2016-3351,105477,132283,5-7 7-5 7-6(6),3,Q1,189.0,4.0,3.0,133.0,80.0,55.0,26.0,18.0,8.0,12.0,6.0,3.0,131.0,77.0,54.0,23.0,18.0,7.0,11.0,153.0,386.0,291.0,170.0
2016-3351,243-2016-3351,105229,106304,6-3 6-1,3,Q2,63.0,4.0,2.0,51.0,34.0,24.0,7.0,8.0,4.0,6.0,0.0,9.0,61.0,37.0,16.0,9.0,8.0,9.0,15.0,303.0,157.0,979.0,12.0
2016-3351,244-2016-3351,105447,105281,6-2 6-4,3,Q2,71.0,2.0,0.0,53.0,27.0,22.0,17.0,9.0,0.0,0.0,4.0,0.0,56.0,37.0,21.0,12.0,9.0,4.0,7.0,549.0,60.0,338.0,140.0
2016-3351,245-2016-3351,105877,105286,6-3 6-3,3,Q2,82.0,5.0,2.0,61.0,35.0,25.0,14.0,9.0,6.0,7.0,1.0,6.0,59.0,32.0,15.0,16.0,9.0,5.0,9.0,263.0,191.0,604.0,50.0
2016-3351,246-2016-3351,104233,109739,2-1 RET,3,Q2,10.0,1.0,0.0,9.0,6.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,2.0,1.0,0.0,0.0,420.0,100.0,167.0,339.0
2016-3351,247-2016-3351,123828,108761,6-1 6-3,3,Q2,61.0,1.0,0.0,38.0,33.0,28.0,1.0,8.0,0.0,1.0,2.0,3.0,52.0,30.0,16.0,8.0,8.0,1.0,6.0,460.0,84.0,354.0,126.0
2016-3351,248-2016-3351,105454,105509,6-1 6-3,3,Q2,55.0,6.0,1.0,45.0,27.0,21.0,8.0,8.0,0.0,2.0,1.0,1.0,45.0,24.0,10.0,6.0,8.0,1.0,7.0,349.0,129.0,844.0,20.0
2016-3351,249-2016-3351,106099,106248,6-3 6-3,3,Q2,86.0,1.0,0.0,65.0,48.0,35.0,7.0,9.0,8.0,9.0,1.0,1.0,54.0,31.0,19.0,9.0,9.0,3.0,7.0,326.0,145.0,358.0,124.0
2016-3351,250-2016-3351,105477,202385,6-2 6-7(5) 6-3,3,Q2,152.0,4.0,4.0,97.0,54.0,37.0,20.0,15.0,1.0,5.0,0.0,3.0,108.0,71.0,40.0,13.0,14.0,11.0,18.0,153.0,386.0,,
2016-3351,251-2016-3351,105447,105229,6-1 4-6 6-3,3,Q3,120.0,2.0,2.0,82.0,43.0,32.0,17.0,13.0,5.0,9.0,7.0,4.0,96.0,61.0,35.0,14.0,13.0,9.0,16.0,549.0,60.0,303.0,157.0
2016-3351,252-2016-3351,104233,105877,7-6(5) 6-3,3,Q3,92.0,4.0,2.0,79.0,44.0,29.0,21.0,11.0,6.0,7.0,1.0,1.0,62.0,34.0,19.0,19.0,10.0,3.0,5.0,420.0,100.0,263.0,191.0
2016-3351,253-2016-3351,105454,123828,6-7(6) 6-4 6-1,3,Q3,161.0,10.0,1.0,100.0,53.0,42.0,20.0,14.0,10.0,13.0,3.0,2.0,103.0,69.0,37.0,15.0,15.0,6.0,13.0,349.0,129.0,460.0,84.0
2016-3351,254-2016-3351,106099,105477,6-1 7-6(2),3,Q3,99.0,3.0,3.0,75.0,44.0,36.0,14.0,10.0,6.0,7.0,4.0,0.0,65.0,36.0,20.0,15.0,9.0,3.0,6.0,326.0,145.0,153.0,386.0
2016-3351,270-2016-3351,105065,104813,6-4 3-6 6-1,3,R32,100.0,8.0,4.0,79.0,41.0,37.0,18.0,13.0,3.0,4.0,6.0,3.0,76.0,44.0,30.0,16.0,13.0,2.0,5.0,134.0,447.0,162.0,361.0
2016-3351,271-2016-3351,111456,200465,6-2 6-2,3,R32,65.0,2.0,2.0,49.0,36.0,27.0,8.0,8.0,1.0,1.0,2.0,4.0,60.0,33.0,21.0,9.0,8.0,3.0,7.0,371.0,119.0,,
2016-3351,272-2016-3351,104548,105166,7-6(3) 3-6 7-5,3,R32,155.0,8.0,2.0,95.0,63.0,43.0,17.0,16.0,2.0,6.0,7.0,0.0,120.0,68.0,47.0,24.0,17.0,3.0,7.0,284.0,175.0,161.0,364.0
2016-3351,273-2016-3351,106045,105336,7-6(7) 6-2,3,R32,117.0,14.0,6.0,78.0,44.0,34.0,14.0,10.0,4.0,6.0,0.0,1.0,65.0,44.0,24.0,9.0,10.0,1.0,5.0,141.0,416.0,323.0,147.0
2016-3351,274-2016-3351,126207,105641,3-6 7-5 6-3,3,R32,128.0,9.0,4.0,112.0,80.0,55.0,15.0,15.0,8.0,10.0,5.0,3.0,99.0,61.0,40.0,20.0,15.0,3.0,6.0,117.0,519.0,208.0,265.0
2016-3351,275-2016-3351,105447,104233,6-4 6-2,3,R32,89.0,2.0,4.0,56.0,25.0,18.0,17.0,9.0,2.0,4.0,1.0,3.0,74.0,36.0,20.0,16.0,9.0,11.0,16.0,549.0,60.0,420.0,100.0
2016-3351,276-2016-3351,105654,106026,2-6 6-4 6-3,3,R32,137.0,1.0,5.0,94.0,57.0,29.0,16.0,13.0,6.0,13.0,0.0,6.0,89.0,58.0,32.0,14.0,13.0,5.0,12.0,245.0,218.0,283.0,176.0
2016-3351,277-2016-3351,105561,111189,6-1 6-4,3,R32,59.0,3.0,2.0,46.0,37.0,31.0,5.0,9.0,0.0,0.0,3.0,3.0,53.0,32.0,21.0,9.0,8.0,4.0,7.0,144.0,407.0,,
2016-3351,278-2016-3351,106099,106261,6-2 6-3,3,R32,62.0,1.0,3.0,44.0,28.0,19.0,10.0,8.0,1.0,3.0,1.0,4.0,58.0,39.0,22.0,5.0,9.0,3.0,9.0,326.0,145.0,147.0,399.0
2016-3351,279-2016-3351,111581,105292,6-3 6-1,3,R32,70.0,3.0,2.0,52.0,29.0,24.0,11.0,8.0,3.0,4.0,0.0,2.0,47.0,29.0,14.0,7.0,8.0,4.0,9.0,264.0,191.0,189.0,300.0
2016-3351,280-2016-3351,105985,105871,6-0 6-3,3,R32,68.0,0.0,1.0,55.0,36.0,24.0,11.0,8.0,6.0,7.0,0.0,2.0,46.0,29.0,14.0,4.0,7.0,4.0,9.0,135.0,447.0,243.0,221.0
2016-3351,281-2016-3351,105656,105053,6-3 2-6 6-4,3,R32,115.0,2.0,5.0,96.0,59.0,37.0,19.0,14.0,9.0,13.0,1.0,2.0,72.0,45.0,29.0,15.0,13.0,1.0,5.0,198.0,279.0,127.0,484.0
2016-3351,282-2016-3351,105454,111460,2-6 6-4 6-1,3,R32,102.0,3.0,2.0,75.0,49.0,31.0,16.0,12.0,3.0,5.0,4.0,4.0,87.0,48.0,32.0,20.0,13.0,3.0,7.0,349.0,129.0,170.0,337.0
2016-3351,283-2016-3351,104433,126205,6-2 6-2,3,R32,55.0,5.0,3.0,49.0,27.0,24.0,9.0,8.0,2.0,3.0,1.0,2.0,49.0,34.0,19.0,4.0,8.0,4.0,9.0,267.0,189.0,237.0,227.0
2016-3351,284-2016-3351,111511,106105,2-6 6-3 6-3,3,R32,99.0,3.0,2.0,73.0,48.0,34.0,14.0,13.0,2.0,5.0,3.0,6.0,79.0,53.0,32.0,14.0,13.0,4.0,8.0,192.0,292.0,201.0,270.0
2016-3351,285-2016-3351,106167,106216,3-6 6-3 7-5,3,R32,131.0,5.0,7.0,99.0,63.0,42.0,14.0,15.0,5.0,9.0,5.0,0.0,91.0,60.0,39.0,14.0,15.0,6.0,11.0,187.0,301.0,112.0,533.0
2016-3351,286-2016-3351,111456,105065,6-4 6-4,3,R16,78.0,0.0,2.0,64.0,37.0,29.0,11.0,10.0,3.0,5.0,2.0,2.0,55.0,25.0,16.0,15.0,10.0,3.0,7.0,371.0,119.0,134.0,447.0
2016-3351,287-2016-3351,106045,104548,5-7 6-4 7-5,3,R16,160.0,5.0,8.0,119.0,65.0,42.0,25.0,17.0,13.0,19.0,7.0,6.0,122.0,89.0,52.0,13.0,17.0,8.0,15.0,141.0,416.0,284.0,175.0
2016-3351,288-2016-3351,126207,105447,7-6(6) 6-3,3,R16,101.0,1.0,2.0,78.0,43.0,34.0,17.0,10.0,4.0,5.0,7.0,3.0,79.0,40.0,32.0,17.0,11.0,4.0,7.0,117.0,519.0,549.0,60.0
2016-3351,289-2016-3351,105561,105654,4-6 7-5 7-5,3,R16,174.0,7.0,8.0,129.0,72.0,42.0,32.0,17.0,11.0,16.0,4.0,4.0,132.0,75.0,47.0,24.0,17.0,7.0,13.0,144.0,407.0,245.0,218.0
2016-3351,290-2016-3351,111581,106099,6-3 6-2,3,R16,86.0,4.0,3.0,61.0,31.0,20.0,16.0,9.0,5.0,7.0,1.0,1.0,48.0,21.0,13.0,9.0,8.0,3.0,8.0,264.0,191.0,326.0,145.0
2016-3351,291-2016-3351,105985,105656,2-6 6-3 6-3,3,R16,122.0,1.0,2.0,102.0,75.0,46.0,13.0,13.0,12.0,16.0,2.0,4.0,89.0,52.0,31.0,17.0,13.0,7.0,12.0,135.0,447.0,198.0,279.0
2016-3351,292-2016-3351,104433,105454,6-4 6-4,3,R16,76.0,4.0,1.0,67.0,41.0,32.0,16.0,10.0,3.0,3.0,4.0,2.0,64.0,43.0,29.0,12.0,10.0,2.0,4.0,267.0,189.0,349.0,129.0
2016-3351,293-2016-3351,111511,106167,7-5 3-6 6-1,3,R16,98.0,5.0,6.0,78.0,47.0,40.0,14.0,14.0,1.0,3.0,11.0,3.0,76.0,44.0,33.0,12.0,14.0,4.0,8.0,192.0,292.0,187.0,301.0
2016-3351,294-2016-3351,111456,106045,3-6 7-6(1) 6-4,3,QF,132.0,4.0,5.0,93.0,56.0,42.0,18.0,15.0,2.0,6.0,10.0,6.0,109.0,54.0,41.0,24.0,16.0,12.0,16.0,371.0,119.0,141.0,416.0
2016-3351,295-2016-3351,126207,105561,7-6(5) 6-3,3,QF,92.0,5.0,3.0,68.0,47.0,35.0,12.0,11.0,4.0,5.0,8.0,1.0,72.0,40.0,27.0,18.0,10.0,4.0,6.0,117.0,519.0,144.0,407.0
2016-3351,296-2016-3351,111581,105985,6-4 6-4,3,QF,69.0,7.0,3.0,52.0,34.0,29.0,10.0,10.0,0.0,1.0,1.0,0.0,56.0,38.0,25.0,9.0,10.0,4.0,7.0,264.0,191.0,135.0,447.0
2016-3351,297-2016-3351,111511,104433,4-6 6-2 6-3,3,QF,91.0,8.0,2.0,72.0,36.0,33.0,20.0,14.0,0.0,2.0,9.0,2.0,87.0,48.0,37.0,16.0,13.0,8.0,12.0,192.0,292.0,267.0,189.0
2016-3351,298-2016-3351,126207,111456,7-6(4) 6-3,3,SF,89.0,7.0,5.0,69.0,43.0,35.0,12.0,11.0,3.0,4.0,4.0,3.0,79.0,36.0,24.0,23.0,10.0,5.0,7.0,117.0,519.0,371.0,119.0
2016-3351,299-2016-3351,111511,111581,6-2 6-3,3,SF,65.0,4.0,1.0,40.0,25.0,20.0,10.0,8.0,0.0,1.0,1.0,4.0,59.0,37.0,25.0,5.0,9.0,4.0,9.0,192.0,292.0,264.0,191.0
2016-3351,300-2016-3351,126207,111511,6-4 6-2,3,F,68.0,4.0,3.0,56.0,30.0,23.0,17.0,9.0,0.0,0.0,5.0,4.0,59.0,30.0,20.0,13.0,9.0,4.0,7.0,117.0,519.0,192.0,292.0
2016-3406,258-2016-3406,105288,105780,6-4 6-3,3,Q1,71.0,3.0,2.0,53.0,39.0,32.0,4.0,10.0,2.0,4.0,5.0,3.0,55.0,32.0,22.0,8.0,9.0,0.0,4.0,544.0,62.0,1055.0,10.0
2016-3406,259-2016-3406,106203,121651,6-1 6-3,3,Q1,61.0,3.0,0.0,39.0,24.0,21.0,11.0,8.0,0.0,0.0,1.0,4.0,57.0,34.0,19.0,9.0,8.0,9.0,13.0,442.0,93.0,1404.0,4.0
2016-3406,260-2016-3406,106059,206823,6-1 6-0,3,Q1,41.0,3.0,1.0,33.0,22.0,20.0,8.0,7.0,0.0,0.0,0.0,4.0,30.0,14.0,4.0,5.0,6.0,2.0,7.0,793.0,26.0,,
2016-3406,261-2016-3406,105948,122427,6-2 1-6 6-1,3,Q1,91.0,0.0,4.0,60.0,42.0,31.0,9.0,11.0,2.0,4.0,1.0,1.0,61.0,40.0,23.0,12.0,11.0,2.0,6.0,397.0,108.0,1752.0,2.0
2016-3406,262-2016-3406,145021,105293,3-6 7-6(2) 6-2,3,Q1,140.0,3.0,8.0,101.0,50.0,31.0,30.0,14.0,10.0,15.0,0.0,11.0,112.0,67.0,44.0,17.0,15.0,8.0,14.0,1656.0,2.0,847.0,21.0
2016-3406,263-2016-3406,105338,133815,6-2 6-0,3,Q1,53.0,1.0,2.0,40.0,25.0,17.0,12.0,7.0,2.0,2.0,1.0,4.0,41.0,19.0,11.0,7.0,7.0,2.0,7.0,341.0,138.0,1752.0,2.0
2016-3406,264-2016-3406,105635,124008,6-0 6-0,3,Q1,40.0,3.0,2.0,33.0,20.0,15.0,9.0,6.0,0.0,0.0,0.0,5.0,34.0,22.0,8.0,1.0,6.0,2.0,8.0,723.0,34.0,1656.0,2.0
2016-3406,266-2016-3406,106203,105288,6-3 6-2,3,Q2,68.0,4.0,0.0,54.0,35.0,25.0,12.0,9.0,3.0,4.0,4.0,2.0,50.0,36.0,22.0,5.0,8.0,8.0,12.0,442.0,93.0,544.0,62.0
2016-3406,267-2016-3406,105948,106059,6-4 6-4,3,Q2,88.0,1.0,3.0,66.0,46.0,36.0,10.0,10.0,6.0,7.0,1.0,2.0,64.0,45.0,30.0,8.0,10.0,5.0,8.0,397.0,108.0,793.0,26.0
2016-3406,268-2016-3406,105338,145021,6-3 6-3,3,Q2,60.0,1.0,0.0,46.0,37.0,30.0,7.0,9.0,2.0,2.0,1.0,5.0,48.0,24.0,17.0,12.0,9.0,1.0,4.0,341.0,138.0,1656.0,2.0
2016-3406,269-2016-3406,111427,105635,6-2 6-2,3,Q2,57.0,8.0,2.0,47.0,25.0,20.0,11.0,8.0,1.0,2.0,2.0,2.0,53.0,40.0,20.0,4.0,8.0,1.0,6.0,328.0,143.0,723.0,34.0
2016-3406,270-2016-3406,106148,105948,6-2 6-3,3,R32,74.0,3.0,1.0,51.0,38.0,24.0,6.0,8.0,2.0,4.0,2.0,2.0,58.0,37.0,18.0,7.0,9.0,7.0,13.0,107.0,526.0,397.0,108.0
2016-3406,271-2016-3406,106228,105700,7-6(5) 6-3,3,R32,100.0,1.0,2.0,65.0,31.0,25.0,20.0,10.0,0.0,1.0,6.0,0.0,85.0,65.0,43.0,8.0,11.0,9.0,12.0,283.0,175.0,285.0,174.0
2016-3406,272-2016-3406,106329,105070,6-2 7-6(1),3,R32,104.0,3.0,1.0,53.0,34.0,32.0,12.0,10.0,0.0,0.0,2.0,1.0,84.0,48.0,34.0,16.0,10.0,6.0,8.0,236.0,220.0,196.0,267.0
2016-3406,273-2016-3406,106032,106203,6-1 6-0,3,R32,53.0,7.0,3.0,43.0,25.0,19.0,12.0,7.0,3.0,3.0,2.0,2.0,40.0,26.0,13.0,3.0,6.0,3.0,8.0,141.0,406.0,442.0,93.0
