tourney_id,match_num,winner_id,loser_id,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2016-7243,262-2016-7243,106006,105530,6-2 6-0,3,Q2,50.0,2.0,4.0,38.0,19.0,15.0,12.0,7.0,1.0,2.0,1.0,6.0,40.0,19.0,10.0,3.0,7.0,1.0,7.0,386.0,112.0,409.0,104.0
2016-7243,263-2016-7243,105781,126149,7-6(5) 7-6(4),3,Q2,92.0,11.0,3.0,93.0,52.0,43.0,21.0,12.0,4.0,5.0,9.0,2.0,88.0,49.0,35.0,24.0,12.0,8.0,9.0,655.0,44.0,334.0,141.0
2016-7243,264-2016-7243,105120,126375,6-2 6-0,3,Q2,51.0,2.0,5.0,40.0,24.0,22.0,7.0,7.0,0.0,0.0,0.0,7.0,47.0,23.0,11.0,7.0,7.0,7.0,12.0,648.0,45.0,,
2016-7243,265-2016-7243,104738,138758,6-1 6-2,3,Q2,49.0,6.0,0.0,37.0,23.0,18.0,11.0,7.0,0.0,0.0,0.0,6.0,50.0,26.0,14.0,8.0,8.0,2.0,7.0,320.0,149.0,1059.0,10.0
2016-7243,266-2016-7243,104594,106110,6-3 7-6(4),3,Q3,85.0,4.0,3.0,72.0,37.0,24.0,22.0,11.0,1.0,4.0,1.0,6.0,78.0,44.0,30.0,11.0,10.0,7.0,11.0,435.0,95.0,364.0,123.0
2016-7243,267-2016-7243,109303,105262,6-4 6-2,3,Q3,62.0,4.0,2.0,54.0,25.0,18.0,23.0,9.0,4.0,4.0,2.0,5.0,46.0,29.0,20.0,7.0,9.0,2.0,5.0,400.0,107.0,340.0,138.0
2016-7243,268-2016-7243,106006,105781,7-6(3) 6-4,3,Q3,85.0,6.0,2.0,61.0,33.0,29.0,16.0,11.0,3.0,5.0,9.0,6.0,77.0,37.0,28.0,16.0,11.0,3.0,6.0,386.0,112.0,655.0,44.0
2016-7243,269-2016-7243,105120,104738,6-3 6-1,3,Q3,53.0,1.0,7.0,48.0,26.0,22.0,12.0,8.0,0.0,0.0,2.0,2.0,57.0,43.0,20.0,8.0,8.0,5.0,9.0,648.0,45.0,320.0,149.0
2016-7243,270-2016-7243,111513,104291,7-5 5-7 6-2,3,R32,138.0,11.0,10.0,102.0,61.0,44.0,19.0,16.0,7.0,11.0,1.0,1.0,111.0,60.0,40.0,21.0,16.0,7.0,13.0,237.0,220.0,108.0,524.0
2016-7243,271-2016-7243,110748,105654,2-6 7-6(8) 6-4,3,R32,140.0,5.0,17.0,103.0,53.0,37.0,19.0,15.0,4.0,10.0,5.0,14.0,102.0,43.0,32.0,24.0,15.0,5.0,10.0,231.0,224.0,240.0,218.0
2016-7243,272-2016-7243,105679,105120,7-6(4) 7-6(1),3,R32,113.0,5.0,2.0,70.0,37.0,30.0,18.0,12.0,1.0,4.0,0.0,9.0,102.0,52.0,35.0,22.0,12.0,7.0,10.0,221.0,232.0,648.0,45.0
2016-7243,273-2016-7243,104868,105943,6-1 3-6 6-3,3,R32,85.0,12.0,3.0,74.0,39.0,34.0,19.0,13.0,0.0,1.0,6.0,7.0,64.0,37.0,30.0,12.0,12.0,3.0,6.0,180.0,297.0,249.0,213.0
2016-7243,274-2016-7243,104594,104268,6-4 7-6(4),3,R32,109.0,8.0,6.0,93.0,52.0,36.0,20.0,11.0,11.0,14.0,1.0,5.0,76.0,37.0,28.0,16.0,11.0,8.0,12.0,435.0,95.0,129.0,459.0
2016-7243,275-2016-7243,106390,105841,7-6(3) 6-3,3,R32,82.0,6.0,7.0,75.0,48.0,36.0,14.0,11.0,6.0,8.0,3.0,2.0,59.0,28.0,21.0,13.0,10.0,1.0,4.0,181.0,295.0,255.0,206.0
2016-7243,276-2016-7243,110602,105853,7-6(4) 6-4,3,R32,106.0,0.0,10.0,84.0,62.0,40.0,6.0,11.0,8.0,13.0,1.0,7.0,86.0,49.0,32.0,11.0,11.0,7.0,13.0,235.0,221.0,448.0,92.0
2016-7243,277-2016-7243,106006,104629,7-6(3) 4-6 6-3,3,R32,179.0,9.0,5.0,127.0,62.0,41.0,36.0,16.0,10.0,13.0,10.0,8.0,118.0,64.0,49.0,24.0,15.0,8.0,11.0,386.0,112.0,159.0,355.0
2016-7243,278-2016-7243,104007,105827,6-4 7-6(9),3,R32,103.0,4.0,6.0,77.0,45.0,37.0,13.0,11.0,3.0,5.0,6.0,6.0,84.0,42.0,33.0,15.0,11.0,6.0,9.0,154.0,385.0,339.0,138.0
2016-7243,279-2016-7243,109303,106250,6-3 6-1,3,R32,66.0,2.0,3.0,51.0,28.0,22.0,10.0,8.0,4.0,5.0,1.0,2.0,49.0,22.0,11.0,12.0,8.0,4.0,9.0,400.0,107.0,805.0,25.0
2016-7243,280-2016-7243,106353,106412,5-7 6-3 6-4,3,R32,147.0,3.0,10.0,104.0,49.0,35.0,30.0,16.0,5.0,8.0,6.0,5.0,106.0,65.0,42.0,18.0,15.0,8.0,12.0,264.0,198.0,545.0,62.0
2016-7243,281-2016-7243,104547,120798,7-6(2) 7-6(5),3,R32,108.0,8.0,6.0,83.0,43.0,38.0,23.0,12.0,3.0,4.0,5.0,7.0,85.0,45.0,34.0,22.0,12.0,2.0,3.0,113.0,513.0,634.0,48.0
2016-7243,282-2016-7243,105154,105819,6-7(2) 6-1 6-2,3,R32,121.0,8.0,5.0,89.0,52.0,41.0,22.0,14.0,5.0,5.0,6.0,7.0,77.0,43.0,28.0,21.0,13.0,3.0,7.0,253.0,206.0,179.0,307.0
2016-7243,283-2016-7243,105726,104905,7-5 3-6 7-6(0),3,R32,157.0,6.0,9.0,125.0,70.0,46.0,27.0,16.0,11.0,15.0,3.0,6.0,119.0,90.0,56.0,15.0,17.0,7.0,11.0,312.0,153.0,276.0,182.0
2016-7243,284-2016-7243,106377,105542,6-3 3-6 6-1,3,R32,96.0,2.0,3.0,78.0,48.0,35.0,15.0,13.0,3.0,6.0,3.0,14.0,91.0,37.0,26.0,22.0,12.0,8.0,13.0,299.0,162.0,269.0,192.0
2016-7243,285-2016-7243,103794,106398,6-3 6-7(5) 6-4,3,R32,137.0,10.0,9.0,115.0,68.0,50.0,18.0,16.0,8.0,12.0,10.0,4.0,97.0,40.0,27.0,28.0,15.0,6.0,12.0,102.0,558.0,238.0,220.0
2016-7243,286-2016-7243,110748,111513,6-1 7-6(2),3,R16,79.0,0.0,8.0,61.0,29.0,22.0,15.0,10.0,2.0,4.0,4.0,3.0,51.0,27.0,18.0,8.0,9.0,2.0,6.0,231.0,224.0,237.0,220.0
2016-7243,287-2016-7243,105679,104868,6-3 6-3,3,R16,67.0,8.0,1.0,62.0,40.0,30.0,12.0,9.0,4.0,4.0,8.0,2.0,54.0,37.0,25.0,11.0,9.0,2.0,5.0,221.0,232.0,180.0,297.0
2016-7243,288-2016-7243,104594,106390,3-6 6-4 6-3,3,R16,128.0,8.0,6.0,104.0,59.0,44.0,18.0,14.0,6.0,8.0,1.0,6.0,101.0,46.0,30.0,31.0,14.0,11.0,14.0,435.0,95.0,181.0,295.0
2016-7243,289-2016-7243,106006,110602,6-2 6-2,3,R16,63.0,4.0,5.0,45.0,22.0,20.0,12.0,8.0,1.0,2.0,2.0,8.0,62.0,42.0,21.0,7.0,8.0,5.0,10.0,386.0,112.0,235.0,221.0
2016-7243,290-2016-7243,109303,104007,3-6 7-6(5) 6-2,3,R16,109.0,12.0,1.0,83.0,48.0,39.0,20.0,14.0,0.0,2.0,5.0,6.0,91.0,44.0,35.0,26.0,15.0,3.0,6.0,400.0,107.0,154.0,385.0
2016-7243,291-2016-7243,106353,104547,6-4 6-2,3,R16,67.0,3.0,1.0,51.0,26.0,23.0,17.0,9.0,2.0,2.0,6.0,4.0,57.0,28.0,21.0,14.0,9.0,3.0,6.0,264.0,198.0,113.0,513.0
2016-7243,292-2016-7243,105154,105726,6-4 6-2,3,R16,81.0,6.0,0.0,58.0,30.0,23.0,17.0,9.0,2.0,2.0,2.0,4.0,54.0,23.0,16.0,15.0,9.0,2.0,5.0,253.0,206.0,312.0,153.0
2016-7243,293-2016-7243,103794,106377,6-2 6-4,3,R16,68.0,5.0,1.0,53.0,37.0,28.0,10.0,9.0,4.0,5.0,0.0,6.0,67.0,39.0,21.0,13.0,9.0,9.0,13.0,102.0,558.0,299.0,162.0
2016-7243,294-2016-7243,105679,110748,6-3 1-6 6-4,3,QF,95.0,6.0,4.0,71.0,37.0,21.0,21.0,13.0,2.0,7.0,3.0,4.0,75.0,45.0,31.0,13.0,13.0,5.0,10.0,221.0,232.0,231.0,224.0
2016-7243,295-2016-7243,106006,104594,6-4 7-5,3,QF,84.0,2.0,1.0,66.0,40.0,29.0,18.0,11.0,2.0,3.0,2.0,3.0,61.0,35.0,25.0,12.0,11.0,1.0,4.0,386.0,112.0,435.0,95.0
2016-7243,296-2016-7243,106353,109303,7-6(1) 6-7(5) 7-5,3,QF,168.0,3.0,6.0,121.0,62.0,51.0,33.0,18.0,7.0,9.0,11.0,6.0,123.0,69.0,50.0,30.0,18.0,8.0,11.0,264.0,198.0,400.0,107.0
2016-7243,297-2016-7243,103794,105154,7-5 6-2,3,QF,89.0,4.0,4.0,52.0,32.0,26.0,12.0,10.0,0.0,1.0,6.0,7.0,77.0,43.0,26.0,15.0,10.0,8.0,12.0,102.0,558.0,253.0,206.0
2016-7243,298-2016-7243,105679,106006,6-3 6-3,3,SF,96.0,1.0,3.0,67.0,41.0,33.0,11.0,9.0,2.0,3.0,3.0,7.0,88.0,52.0,31.0,15.0,9.0,9.0,13.0,221.0,232.0,386.0,112.0
2016-7243,299-2016-7243,106353,103794,4-6 6-3 7-6(2),3,SF,140.0,2.0,8.0,105.0,52.0,34.0,25.0,16.0,1.0,6.0,9.0,4.0,99.0,44.0,34.0,24.0,15.0,4.0,9.0,264.0,198.0,102.0,558.0
2016-7243,300-2016-7243,105679,106353,4-6 6-4 6-4,3,F,114.0,12.0,3.0,79.0,57.0,46.0,12.0,15.0,1.0,3.0,1.0,4.0,99.0,64.0,43.0,19.0,15.0,6.0,9.0,221.0,232.0,264.0,198.0
2016-7247,242-2016-7247,104846,105779,6-2 6-3,3,Q1,73.0,4.0,2.0,59.0,37.0,23.0,13.0,9.0,4.0,6.0,1.0,2.0,55.0,41.0,21.0,3.0,8.0,4.0,9.0,306.0,160.0,,
2016-7247,243-2016-7247,104897,123819,7-6(4) 6-4,3,Q1,101.0,9.0,2.0,78.0,45.0,33.0,21.0,11.0,3.0,3.0,4.0,2.0,75.0,52.0,36.0,13.0,11.0,2.0,3.0,333.0,143.0,516.0,68.0
2016-7247,244-2016-7247,120775,126149,6-3 6-3,3,Q1,67.0,1.0,2.0,51.0,36.0,31.0,6.0,9.0,1.0,2.0,4.0,2.0,49.0,28.0,18.0,8.0,9.0,1.0,5.0,381.0,117.0,330.0,146.0
2016-7247,245-2016-7247,105731,122394,6-3 6-2,3,Q1,73.0,2.0,1.0,49.0,35.0,23.0,7.0,8.0,3.0,5.0,1.0,0.0,58.0,35.0,16.0,10.0,9.0,2.0,8.0,265.0,195.0,894.0,19.0
2016-7247,246-2016-7247,105155,109739,6-4 6-4,3,Q1,81.0,1.0,2.0,54.0,36.0,25.0,12.0,10.0,2.0,4.0,0.0,1.0,76.0,49.0,31.0,10.0,10.0,4.0,8.0,392.0,112.0,284.0,177.0
2016-7247,247-2016-7247,105494,105331,7-6(3) 6-1,3,Q1,91.0,7.0,3.0,61.0,38.0,28.0,11.0,9.0,5.0,7.0,3.0,3.0,83.0,62.0,35.0,6.0,10.0,7.0,12.0,739.0,32.0,403.0,108.0
2016-7247,248-2016-7247,105406,117357,7-5 6-0,3,Q1,83.0,4.0,2.0,70.0,44.0,29.0,14.0,9.0,3.0,4.0,2.0,2.0,58.0,33.0,18.0,9.0,9.0,4.0,9.0,312.0,157.0,313.0,155.0
2016-7247,249-2016-7247,105436,106393,7-6(4) 6-4,3,Q1,110.0,6.0,2.0,75.0,44.0,30.0,16.0,11.0,4.0,6.0,5.0,2.0,84.0,48.0,29.0,18.0,11.0,9.0,12.0,419.0,103.0,253.0,207.0
2016-7247,250-2016-7247,105254,105895,7-5 6-2,3,Q1,101.0,4.0,1.0,56.0,33.0,23.0,12.0,10.0,3.0,6.0,1.0,5.0,74.0,37.0,21.0,13.0,10.0,8.0,14.0,290.0,171.0,475.0,80.0
2016-7247,251-2016-7247,103898,105557,6-3 6-4,3,Q1,72.0,2.0,2.0,53.0,36.0,26.0,11.0,10.0,3.0,5.0,3.0,2.0,59.0,42.0,23.0,7.0,9.0,5.0,9.0,678.0,40.0,754.0,30.0
2016-7247,252-2016-7247,120424,105649,6-2 6-4,3,Q1,99.0,3.0,4.0,68.0,39.0,29.0,10.0,9.0,5.0,7.0,1.0,3.0,57.0,32.0,20.0,9.0,9.0,1.0,6.0,508.0,71.0,1756.0,1.0
2016-7247,253-2016-7247,105596,106220,6-4 6-2,3,Q1,92.0,3.0,1.0,60.0,36.0,28.0,14.0,9.0,4.0,4.0,2.0,5.0,80.0,50.0,31.0,12.0,9.0,7.0,10.0,239.0,219.0,328.0,148.0
2016-7247,254-2016-7247,106167,105161,6-0 7-6(6),3,Q1,77.0,8.0,3.0,59.0,28.0,21.0,19.0,9.0,1.0,2.0,0.0,2.0,56.0,32.0,20.0,9.0,9.0,1.0,5.0,289.0,173.0,326.0,150.0
2016-7247,255-2016-7247,111506,144918,6-4 6-2,3,Q1,60.0,3.0,2.0,52.0,29.0,22.0,14.0,9.0,1.0,2.0,1.0,2.0,56.0,30.0,18.0,10.0,9.0,2.0,6.0,360.0,130.0,,
2016-7247,256-2016-7247,104619,104473,6-3 6-2,3,Q1,80.0,3.0,1.0,46.0,26.0,22.0,11.0,8.0,0.0,0.0,2.0,0.0,58.0,41.0,22.0,7.0,9.0,4.0,8.0,383.0,116.0,835.0,23.0
2016-7247,257-2016-7247,106172,104676,6-3 6-2,3,Q1,66.0,4.0,0.0,50.0,30.0,20.0,13.0,9.0,1.0,3.0,1.0,1.0,42.0,24.0,12.0,9.0,8.0,3.0,8.0,234.0,221.0,349.0,135.0
2016-7247,258-2016-7247,104897,104846,6-2 6-3,3,Q2,61.0,3.0,3.0,57.0,27.0,21.0,13.0,9.0,3.0,5.0,0.0,5.0,40.0,24.0,14.0,4.0,8.0,4.0,9.0,333.0,143.0,306.0,160.0
2016-7247,259-2016-7247,105731,120775,7-5 6-3,3,Q2,88.0,1.0,0.0,61.0,46.0,32.0,9.0,10.0,2.0,3.0,4.0,2.0,63.0,38.0,23.0,13.0,11.0,3.0,7.0,265.0,195.0,381.0,117.0
2016-7247,260-2016-7247,105155,105494,7-6(4) 1-6 6-4,3,Q2,107.0,0.0,4.0,103.0,76.0,44.0,14.0,15.0,5.0,11.0,6.0,4.0,90.0,50.0,38.0,16.0,14.0,5.0,9.0,392.0,112.0,739.0,32.0
2016-7247,261-2016-7247,105406,105436,6-3 5-7 6-0,3,Q2,132.0,4.0,4.0,96.0,60.0,43.0,17.0,14.0,4.0,7.0,3.0,2.0,83.0,55.0,33.0,10.0,13.0,7.0,13.0,312.0,157.0,419.0,103.0
2016-7247,262-2016-7247,105254,103898,4-6 6-2 6-0,3,Q2,110.0,5.0,1.0,88.0,48.0,35.0,19.0,12.0,3.0,6.0,2.0,3.0,81.0,50.0,27.0,10.0,12.0,8.0,15.0,290.0,171.0,678.0,40.0
2016-7247,263-2016-7247,105596,120424,6-4 6-3,3,Q2,87.0,4.0,2.0,53.0,32.0,23.0,12.0,9.0,6.0,8.0,0.0,4.0,70.0,38.0,22.0,14.0,10.0,6.0,11.0,239.0,219.0,508.0,71.0
2016-7247,264-2016-7247,106167,111506,6-2 4-6 6-3,3,Q2,123.0,15.0,4.0,89.0,44.0,34.0,25.0,13.0,6.0,8.0,4.0,5.0,104.0,64.0,42.0,18.0,14.0,13.0,18.0,289.0,173.0,360.0,130.0
2016-7247,265-2016-7247,104619,106172,7-6(4) 6-3,3,Q2,99.0,6.0,5.0,67.0,34.0,21.0,15.0,11.0,2.0,7.0,0.0,3.0,66.0,44.0,23.0,8.0,10.0,4.0,10.0,383.0,116.0,234.0,221.0
2016-7247,266-2016-7247,104897,105731,6-4 6-2,3,Q3,79.0,5.0,1.0,45.0,25.0,20.0,12.0,9.0,0.0,2.0,4.0,4.0,63.0,38.0,23.0,9.0,9.0,8.0,13.0,333.0,143.0,265.0,195.0
2016-7247,267-2016-7247,105155,105406,6-2 6-4,3,Q3,75.0,0.0,3.0,64.0,54.0,36.0,5.0,9.0,5.0,6.0,1.0,1.0,56.0,34.0,17.0,12.0,9.0,4.0,8.0,392.0,112.0,312.0,157.0
2016-7247,268-2016-7247,105254,105596,6-2 4-6 6-4,3,Q3,135.0,2.0,3.0,90.0,47.0,25.0,21.0,14.0,5.0,11.0,5.0,2.0,94.0,43.0,23.0,22.0,14.0,12.0,20.0,290.0,171.0,239.0,219.0
2016-7247,269-2016-7247,106167,104619,6-2 3-6 7-5,3,Q3,113.0,11.0,3.0,78.0,49.0,41.0,15.0,14.0,2.0,3.0,6.0,4.0,87.0,56.0,43.0,13.0,15.0,3.0,6.0,289.0,173.0,383.0,116.0
2016-7247,270-2016-7247,106248,105341,3-6 6-1 7-5,3,R32,142.0,10.0,3.0,91.0,49.0,36.0,24.0,14.0,4.0,6.0,0.0,4.0,112.0,73.0,43.0,21.0,14.0,13.0,17.0,365.0,127.0,107.0,549.0
2016-7247,271-2016-7247,105590,105561,5-3 RET,3,R32,31.0,2.0,2.0,24.0,17.0,13.0,5.0,4.0,1.0,1.0,1.0,2.0,28.0,15.0,11.0,4.0,4.0,0.0,1.0,216.0,241.0,179.0,306.0
2016-7247,272-2016-7247,111513,105132,7-5 6-2,3,R32,93.0,2.0,3.0,49.0,38.0,27.0,7.0,10.0,2.0,4.0,1.0,1.0,86.0,51.0,29.0,14.0,10.0,9.0,14.0,241.0,214.0,162.0,341.0
2016-7247,273-2016-7247,105254,105413,6-0 6-2,3,R32,70.0,2.0,0.0,53.0,31.0,18.0,13.0,7.0,2.0,4.0,0.0,5.0,47.0,28.0,9.0,5.0,7.0,3.0,10.0,290.0,171.0,127.0,463.0
2016-7247,274-2016-7247,105671,104897,7-5 6-7(2) 6-1,3,R32,142.0,4.0,4.0,106.0,58.0,39.0,26.0,16.0,8.0,11.0,4.0,6.0,103.0,56.0,34.0,21.0,15.0,5.0,11.0,117.0,515.0,333.0,143.0
2016-7247,275-2016-7247,105155,104979,6-3 3-6 6-3,3,R32,115.0,0.0,3.0,77.0,62.0,38.0,9.0,13.0,2.0,5.0,0.0,4.0,104.0,69.0,40.0,17.0,14.0,15.0,20.0,392.0,112.0,188.0,293.0
2016-7247,276-2016-7247,105070,106234,7-6(4) 7-5,3,R32,136.0,4.0,3.0,74.0,41.0,27.0,21.0,12.0,0.0,2.0,1.0,5.0,94.0,57.0,38.0,19.0,12.0,6.0,9.0,210.0,246.0,228.0,228.0
2016-7247,277-2016-7247,104672,104997,6-3 7-5,3,R32,63.0,5.0,2.0,63.0,37.0,28.0,16.0,11.0,0.0,1.0,2.0,3.0,50.0,25.0,20.0,12.0,10.0,1.0,4.0,149.0,385.0,133.0,434.0
2016-7247,278-2016-7247,106293,132283,4-6 6-3 7-6(0),3,R32,170.0,3.0,7.0,111.0,63.0,44.0,23.0,16.0,11.0,16.0,6.0,3.0,123.0,83.0,51.0,16.0,15.0,15.0,20.0,171.0,316.0,317.0,154.0
2016-7247,279-2016-7247,109303,104095,6-4 6-4,3,R32,90.0,7.0,1.0,64.0,42.0,30.0,11.0,10.0,4.0,5.0,0.0,3.0,70.0,40.0,25.0,15.0,10.0,7.0,10.0,394.0,112.0,222.0,232.0
2016-7247,280-2016-7247,103835,104963,7-6(5) 3-6 6-0,3,R32,110.0,0.0,0.0,86.0,56.0,37.0,18.0,14.0,3.0,7.0,1.0,5.0,84.0,50.0,32.0,16.0,13.0,8.0,13.0,205.0,253.0,229.0,226.0
2016-7247,281-2016-7247,103565,105655,7-6(5) 6-3,3,R32,93.0,7.0,5.0,78.0,35.0,24.0,24.0,11.0,5.0,7.0,1.0,5.0,64.0,44.0,26.0,10.0,10.0,5.0,8.0,116.0,518.0,204.0,253.0
2016-7247,282-2016-7247,105782,104563,6-3 6-4,3,R32,83.0,0.0,6.0,62.0,40.0,27.0,10.0,9.0,3.0,5.0,5.0,1.0,50.0,36.0,22.0,4.0,10.0,3.0,8.0,300.0,164.0,142.0,404.0
2016-7247,283-2016-7247,104851,106099,6-4 6-4,3,R32,91.0,2.0,0.0,66.0,45.0,29.0,11.0,10.0,2.0,4.0,0.0,4.0,59.0,31.0,23.0,8.0,10.0,6.0,10.0,250.0,208.0,240.0,215.0
2016-7247,284-2016-7247,106390,106167,6-1 6-2,3,R32,56.0,5.0,0.0,49.0,37.0,29.0,5.0,8.0,1.0,1.0,2.0,3.0,40.0,24.0,12.0,5.0,7.0,1.0,5.0,248.0,210.0,289.0,173.0
2016-7247,285-2016-7247,105641,104297,7-6(8) 6-4,3,R32,116.0,3.0,5.0,75.0,38.0,27.0,18.0,11.0,2.0,5.0,3.0,3.0,82.0,54.0,28.0,16.0,11.0,4.0,8.0,160.0,344.0,100.0,573.0
2016-7247,286-2016-7247,106248,105590,4-6 6-2 6-3,3,R16,138.0,7.0,4.0,98.0,47.0,32.0,27.0,14.0,5.0,8.0,1.0,5.0,74.0,51.0,35.0,6.0,13.0,6.0,11.0,365.0,127.0,216.0,241.0
2016-7247,287-2016-7247,111513,105254,6-4 6-2,3,R16,93.0,5.0,5.0,68.0,44.0,31.0,10.0,9.0,5.0,6.0,1.0,0.0,55.0,38.0,21.0,10.0,9.0,3.0,7.0,241.0,214.0,290.0,171.0
2016-7247,288-2016-7247,105671,105155,6-2 4-6 7-5,3,R16,121.0,3.0,3.0,90.0,50.0,38.0,17.0,15.0,5.0,9.0,0.0,3.0,100.0,76.0,42.0,13.0,15.0,11.0,17.0,117.0,515.0,392.0,112.0
2016-7247,289-2016-7247,105070,104672,6-3 6-2,3,R16,94.0,2.0,2.0,51.0,28.0,21.0,12.0,8.0,3.0,4.0,1.0,2.0,68.0,36.0,22.0,12.0,9.0,8.0,13.0,210.0,246.0,149.0,385.0
2016-7247,290-2016-7247,106293,109303,4-6 6-4 6-3,3,R16,128.0,2.0,3.0,82.0,51.0,35.0,12.0,14.0,2.0,7.0,1.0,2.0,95.0,45.0,31.0,18.0,15.0,6.0,13.0,171.0,316.0,394.0,112.0
2016-7247,291-2016-7247,103835,103565,6-4 7-6(2),3,R16,78.0,0.0,1.0,77.0,60.0,38.0,9.0,11.0,5.0,7.0,2.0,1.0,70.0,40.0,27.0,13.0,11.0,6.0,9.0,205.0,253.0,116.0,518.0
2016-7247,292-2016-7247,105782,104851,6-2 6-1,3,R16,73.0,2.0,0.0,50.0,24.0,15.0,18.0,7.0,5.0,5.0,4.0,3.0,57.0,35.0,19.0,7.0,8.0,4.0,9.0,300.0,164.0,250.0,208.0
2016-7247,293-2016-7247,105641,106390,6-4 0-0 RET,3,R16,43.0,0.0,1.0,24.0,17.0,13.0,4.0,5.0,1.0,2.0,2.0,0.0,41.0,23.0,14.0,8.0,5.0,3.0,5.0,160.0,344.0,248.0,210.0
2016-7247,294-2016-7247,111513,106248,6-3 6-3,3,QF,68.0,1.0,1.0,51.0,35.0,30.0,8.0,9.0,1.0,1.0,1.0,3.0,51.0,30.0,19.0,10.0,9.0,2.0,5.0,241.0,214.0,365.0,127.0
2016-7247,295-2016-7247,105671,105070,3-6 6-4 7-6(5),3,QF,160.0,4.0,2.0,91.0,52.0,39.0,22.0,15.0,2.0,5.0,2.0,1.0,103.0,62.0,50.0,19.0,16.0,13.0,16.0,117.0,515.0,210.0,246.0
2016-7247,296-2016-7247,103835,106293,6-2 2-6 6-2,3,QF,117.0,0.0,0.0,75.0,52.0,35.0,14.0,12.0,3.0,5.0,6.0,7.0,95.0,58.0,36.0,17.0,12.0,11.0,15.0,205.0,253.0,171.0,316.0
2016-7247,297-2016-7247,105782,105641,7-6(3) 6-2,3,QF,85.0,5.0,3.0,73.0,47.0,36.0,15.0,10.0,4.0,4.0,3.0,3.0,56.0,35.0,27.0,11.0,10.0,1.0,3.0,300.0,164.0,160.0,344.0
2016-7247,298-2016-7247,105671,111513,6-3 6-2,3,SF,83.0,0.0,1.0,48.0,34.0,24.0,11.0,8.0,3.0,3.0,2.0,2.0,70.0,46.0,27.0,9.0,9.0,7.0,11.0,117.0,515.0,241.0,214.0
2016-7247,299-2016-7247,105782,103835,7-6(5) 6-4,3,SF,97.0,6.0,3.0,69.0,41.0,30.0,11.0,11.0,1.0,5.0,0.0,5.0,78.0,50.0,29.0,9.0,11.0,4.0,9.0,300.0,164.0,205.0,253.0
2016-7247,300-2016-7247,105671,105782,3-6 6-4 6-2,3,F,136.0,3.0,1.0,89.0,47.0,29.0,25.0,13.0,9.0,12.0,3.0,6.0,84.0,51.0,34.0,13.0,14.0,3.0,8.0,117.0,515.0,300.0,164.0
2016-7288,242-2016-7288,104233,202155,6-3 6-3,3,Q1,75.0,6.0,8.0,68.0,30.0,26.0,17.0,9.0,6.0,6.0,0.0,4.0,57.0,35.0,22.0,10.0,9.0,5.0,8.0,383.0,117.0,,
2016-7288,243-2016-7288,106290,106206,6-7(2) 6-3 6-1,3,Q1,122.0,7.0,11.0,111.0,53.0,36.0,25.0,14.0,12.0,16.0,0.0,5.0,85.0,43.0,24.0,17.0,14.0,5.0,13.0,429.0,97.0,1326.0,4.0
2016-7288,244-2016-7288,106184,103175,6-4 6-2,3,Q1,69.0,3.0,2.0,51.0,31.0,25.0,12.0,9.0,3.0,4.0,0.0,6.0,53.0,22.0,13.0,14.0,9.0,2.0,6.0,687.0,38.0,858.0,20.0
2016-7288,245-2016-7288,121395,132896,6-0 6-4,3,Q1,71.0,1.0,1.0,43.0,36.0,25.0,4.0,8.0,1.0,3.0,1.0,8.0,69.0,42.0,21.0,8.0,8.0,8.0,14.0,309.0,158.0,,
2016-7288,246-2016-7288,105595,104499,W/O,3,Q1,,,,,,,,,,,,,,,,,,,,367.0,123.0,299.0,162.0
2016-7288,247-2016-7288,104771,111792,6-2 6-3,3,Q1,65.0,1.0,6.0,50.0,27.0,23.0,13.0,8.0,2.0,2.0,1.0,3.0,55.0,28.0,16.0,13.0,9.0,1.0,5.0,424.0,99.0,531.0,64.0
2016-7288,248-2016-7288,105969,126283,3-6 6-4 6-4,3,Q1,133.0,5.0,3.0,103.0,52.0,34.0,24.0,15.0,12.0,17.0,1.0,6.0,100.0,64.0,40.0,14.0,14.0,7.0,12.0,645.0,43.0,804.0,25.0
2016-7288,249-2016-7288,105591,105490,6-1 6-4,3,Q1,49.0,4.0,5.0,53.0,29.0,25.0,13.0,9.0,1.0,1.0,2.0,2.0,41.0,21.0,12.0,12.0,8.0,0.0,3.0,306.0,159.0,616.0,48.0
2016-7288,250-2016-7288,105810,105059,6-3 6-0,3,Q1,61.0,1.0,2.0,55.0,27.0,20.0,18.0,8.0,4.0,4.0,4.0,1.0,42.0,25.0,12.0,8.0,7.0,3.0,7.0,360.0,126.0,435.0,92.0
2016-7288,251-2016-7288,106074,105634,6-4 1-6 7-5,3,Q1,102.0,3.0,1.0,82.0,59.0,36.0,12.0,14.0,2.0,6.0,5.0,6.0,99.0,55.0,37.0,22.0,15.0,10.0,14.0,522.0,66.0,586.0,52.0
