tourney_id,match_num,winner_id,loser_id,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2021-W-ITF-TUN-30A-2021,107-2021-W-ITF-TUN-30A-2021,210742,220841,6-3 1-0 RET,3,R32,,,,,,,,,,,,,,,,,,,,825.0,29.0,1228.0,8.0
2021-W-ITF-TUN-30A-2021,108-2021-W-ITF-TUN-30A-2021,216268,221052,1-6 7-5 7-5,3,R32,,,,,,,,,,,,,,,,,,,,855.0,26.0,725.0,41.0
2021-W-ITF-TUN-30A-2021,109-2021-W-ITF-TUN-30A-2021,213853,215726,4-3 RET,3,R32,,,,,,,,,,,,,,,,,,,,696.0,47.0,759.0,37.0
2021-W-ITF-TUN-30A-2021,110-2021-W-ITF-TUN-30A-2021,221469,220736,6-3 7-6(1),3,R32,,,,,,,,,,,,,,,,,,,,,,963.0,19.0
2021-W-ITF-TUN-30A-2021,111-2021-W-ITF-TUN-30A-2021,214032,239397,7-5 7-5,3,R32,,,,,,,,,,,,,,,,,,,,798.0,32.0,,
2021-W-ITF-TUN-30A-2021,112-2021-W-ITF-TUN-30A-2021,202908,219979,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,613.0,58.0,1143.0,11.0
2021-W-ITF-TUN-30A-2021,113-2021-W-ITF-TUN-30A-2021,216051,214152,5-7 6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,654.0,52.0,834.0,28.0
2021-W-ITF-TUN-30A-2021,114-2021-W-ITF-TUN-30A-2021,214660,221202,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1013.0,16.0,,
2021-W-ITF-TUN-30A-2021,115-2021-W-ITF-TUN-30A-2021,211105,221454,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,1037.0,15.0
2021-W-ITF-TUN-30A-2021,116-2021-W-ITF-TUN-30A-2021,213737,214019,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,576.0,67.0,,
2021-W-ITF-TUN-30A-2021,201-2021-W-ITF-TUN-30A-2021,214007,221940,3-6 6-2 7-6(6),3,R16,,,,,,,,,,,,,,,,,,,,521.0,84.0,,
2021-W-ITF-TUN-30A-2021,202-2021-W-ITF-TUN-30A-2021,214696,220453,6-4 7-5,3,R16,,,,,,,,,,,,,,,,,,,,674.0,49.0,772.0,35.0
2021-W-ITF-TUN-30A-2021,203-2021-W-ITF-TUN-30A-2021,216160,219983,6-1 7-5,3,R16,,,,,,,,,,,,,,,,,,,,744.0,39.0,581.0,65.0
2021-W-ITF-TUN-30A-2021,204-2021-W-ITF-TUN-30A-2021,210742,216268,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,825.0,29.0,855.0,26.0
2021-W-ITF-TUN-30A-2021,205-2021-W-ITF-TUN-30A-2021,213853,221469,5-7 6-4 7-5,3,R16,,,,,,,,,,,,,,,,,,,,696.0,47.0,,
2021-W-ITF-TUN-30A-2021,206-2021-W-ITF-TUN-30A-2021,202908,214032,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,613.0,58.0,798.0,32.0
2021-W-ITF-TUN-30A-2021,207-2021-W-ITF-TUN-30A-2021,214660,216051,6-2 6-1,3,R16,,,,,,,,,,,,,,,,,,,,1013.0,16.0,654.0,52.0
2021-W-ITF-TUN-30A-2021,208-2021-W-ITF-TUN-30A-2021,211105,213737,7-5 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,576.0,67.0
2021-W-ITF-TUN-30A-2021,301-2021-W-ITF-TUN-30A-2021,214696,214007,2-6 6-4 6-2,3,QF,,,,,,,,,,,,,,,,,,,,674.0,49.0,521.0,84.0
2021-W-ITF-TUN-30A-2021,302-2021-W-ITF-TUN-30A-2021,216160,210742,6-2 6-3,3,QF,,,,,,,,,,,,,,,,,,,,744.0,39.0,825.0,29.0
2021-W-ITF-TUN-30A-2021,303-2021-W-ITF-TUN-30A-2021,213853,202908,7-6(3) 6-3,3,QF,,,,,,,,,,,,,,,,,,,,696.0,47.0,613.0,58.0
2021-W-ITF-TUN-30A-2021,304-2021-W-ITF-TUN-30A-2021,211105,214660,6-3 6-2,3,QF,,,,,,,,,,,,,,,,,,,,,,1013.0,16.0
2021-W-ITF-TUN-30A-2021,401-2021-W-ITF-TUN-30A-2021,216160,214696,6-2 6-3,3,SF,,,,,,,,,,,,,,,,,,,,744.0,39.0,674.0,49.0
2021-W-ITF-TUN-30A-2021,402-2021-W-ITF-TUN-30A-2021,213853,211105,6-4 6-3,3,SF,,,,,,,,,,,,,,,,,,,,696.0,47.0,,
2021-W-ITF-TUN-30A-2021,501-2021-W-ITF-TUN-30A-2021,216160,213853,6-1 6-0,3,F,,,,,,,,,,,,,,,,,,,,744.0,39.0,696.0,47.0
2021-W-ITF-TUN-30A-2021,118-2021-W-ITF-TUN-30A-2021,221633,211908,7-5 6-2,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-30A-2021,119-2021-W-ITF-TUN-30A-2021,221524,232893,6-0 6-3,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-30A-2021,122-2021-W-ITF-TUN-30A-2021,211105,241016,6-1 6-0,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-30A-2021,123-2021-W-ITF-TUN-30A-2021,240167,216398,6-2 6-2,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-30A-2021,209-2021-W-ITF-TUN-30A-2021,221120,221633,6-1 6-4,3,Q2,,,,,,,,,,,,,,,,,,,,1201.0,9.0,,
2021-W-ITF-TUN-30A-2021,210-2021-W-ITF-TUN-30A-2021,221202,221524,6-3 7-5,3,Q2,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-30A-2021,211-2021-W-ITF-TUN-30A-2021,211105,215633,6-2 6-1,3,Q2,,,,,,,,,,,,,,,,,,,,,,1423.0,3.0
2021-W-ITF-TUN-30A-2021,212-2021-W-ITF-TUN-30A-2021,236980,240167,7-6(5) 6-3,3,Q2,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-30A-2021,305-2021-W-ITF-TUN-30A-2021,221202,221120,6-1 6-3,3,Q3,,,,,,,,,,,,,,,,,,,,,,1201.0,9.0
2021-W-ITF-TUN-30A-2021,306-2021-W-ITF-TUN-30A-2021,211105,236980,6-4 6-4,3,Q3,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-31A-2021,101-2021-W-ITF-TUN-31A-2021,205941,236980,6-2 7-6(5),3,R32,,,,,,,,,,,,,,,,,,,,481.0,100.0,,
2021-W-ITF-TUN-31A-2021,102-2021-W-ITF-TUN-31A-2021,221235,215735,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,1067.0,14.0
2021-W-ITF-TUN-31A-2021,103-2021-W-ITF-TUN-31A-2021,214212,221767,6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,,942.0,21.0,1433.0,3.0
2021-W-ITF-TUN-31A-2021,104-2021-W-ITF-TUN-31A-2021,221454,202908,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,1004.0,17.0,610.0,59.0
2021-W-ITF-TUN-31A-2021,105-2021-W-ITF-TUN-31A-2021,219983,214152,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,585.0,65.0,835.0,28.0
2021-W-ITF-TUN-31A-2021,106-2021-W-ITF-TUN-31A-2021,221120,221777,6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,,1209.0,9.0,,
2021-W-ITF-TUN-31A-2021,107-2021-W-ITF-TUN-31A-2021,214660,215489,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,988.0,18.0,723.0,43.0
2021-W-ITF-TUN-31A-2021,110-2021-W-ITF-TUN-31A-2021,221940,220736,6-1 RET,3,R32,,,,,,,,,,,,,,,,,,,,,,964.0,19.0
2021-W-ITF-TUN-31A-2021,111-2021-W-ITF-TUN-31A-2021,228107,211908,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-31A-2021,114-2021-W-ITF-TUN-31A-2021,214019,220841,6-2 6-0,3,R32,,,,,,,,,,,,,,,,,,,,,,1236.0,8.0
2021-W-ITF-TUN-31A-2021,115-2021-W-ITF-TUN-31A-2021,216160,214032,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,718.0,44.0,790.0,33.0
2021-W-ITF-TUN-31A-2021,201-2021-W-ITF-TUN-31A-2021,205941,221235,6-1 6-1,3,R16,,,,,,,,,,,,,,,,,,,,481.0,100.0,,
2021-W-ITF-TUN-31A-2021,202-2021-W-ITF-TUN-31A-2021,214212,221454,6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,942.0,21.0,1004.0,17.0
2021-W-ITF-TUN-31A-2021,203-2021-W-ITF-TUN-31A-2021,219983,221120,6-2 6-1,3,R16,,,,,,,,,,,,,,,,,,,,585.0,65.0,1209.0,9.0
2021-W-ITF-TUN-31A-2021,204-2021-W-ITF-TUN-31A-2021,219663,214660,7-5 7-6(2),3,R16,,,,,,,,,,,,,,,,,,,,806.0,31.0,988.0,18.0
2021-W-ITF-TUN-31A-2021,205-2021-W-ITF-TUN-31A-2021,211105,221940,6-1 2-6 6-0,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-31A-2021,206-2021-W-ITF-TUN-31A-2021,213737,228107,6-0 6-2,3,R16,,,,,,,,,,,,,,,,,,,,578.0,67.0,,
2021-W-ITF-TUN-31A-2021,207-2021-W-ITF-TUN-31A-2021,214019,238065,6-3 6-7(2) 6-3,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-31A-2021,208-2021-W-ITF-TUN-31A-2021,216160,214007,6-1 6-2,3,R16,,,,,,,,,,,,,,,,,,,,718.0,44.0,519.0,84.0
2021-W-ITF-TUN-31A-2021,301-2021-W-ITF-TUN-31A-2021,205941,214212,3-6 6-1 6-4,3,QF,,,,,,,,,,,,,,,,,,,,481.0,100.0,942.0,21.0
2021-W-ITF-TUN-31A-2021,302-2021-W-ITF-TUN-31A-2021,219983,219663,2-6 6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,,585.0,65.0,806.0,31.0
2021-W-ITF-TUN-31A-2021,303-2021-W-ITF-TUN-31A-2021,211105,213737,4-6 6-4 6-2,3,QF,,,,,,,,,,,,,,,,,,,,,,578.0,67.0
2021-W-ITF-TUN-31A-2021,304-2021-W-ITF-TUN-31A-2021,216160,214019,6-3 6-3,3,QF,,,,,,,,,,,,,,,,,,,,718.0,44.0,,
2021-W-ITF-TUN-31A-2021,401-2021-W-ITF-TUN-31A-2021,219983,205941,6-0 3-0 RET,3,SF,,,,,,,,,,,,,,,,,,,,585.0,65.0,481.0,100.0
2021-W-ITF-TUN-31A-2021,402-2021-W-ITF-TUN-31A-2021,211105,216160,6-2 6-2,3,SF,,,,,,,,,,,,,,,,,,,,,,718.0,44.0
2021-W-ITF-TUN-31A-2021,501-2021-W-ITF-TUN-31A-2021,219983,211105,6-0 6-3,3,F,,,,,,,,,,,,,,,,,,,,585.0,65.0,,
2021-W-ITF-TUN-31A-2021,119-2021-W-ITF-TUN-31A-2021,216398,221524,5-7 6-4 10-3,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-31A-2021,123-2021-W-ITF-TUN-31A-2021,224482,242451,6-1 6-7(7) 10-8,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-31A-2021,209-2021-W-ITF-TUN-31A-2021,205920,215414,6-1 6-3,3,Q2,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-31A-2021,210-2021-W-ITF-TUN-31A-2021,216398,239158,6-3 6-3,3,Q2,,,,,,,,,,,,,,,,,,,,,,1294.0,6.0
2021-W-ITF-TUN-31A-2021,211-2021-W-ITF-TUN-31A-2021,236980,239185,6-0 6-1,3,Q2,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-31A-2021,212-2021-W-ITF-TUN-31A-2021,224482,221764,6-1 6-2,3,Q2,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-31A-2021,305-2021-W-ITF-TUN-31A-2021,216398,205920,6-3 2-6 10-1,3,Q3,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-31A-2021,306-2021-W-ITF-TUN-31A-2021,236980,224482,6-1 6-2,3,Q3,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-32A-2021,101-2021-W-ITF-TUN-32A-2021,215489,205941,5-7 7-6(3) 6-1,3,R32,,,,,,,,,,,,,,,,,,,,734.0,41.0,474.0,100.0
2021-W-ITF-TUN-32A-2021,102-2021-W-ITF-TUN-32A-2021,216160,222442,6-0 6-0,3,R32,,,,,,,,,,,,,,,,,,,,650.0,53.0,,
2021-W-ITF-TUN-32A-2021,103-2021-W-ITF-TUN-32A-2021,222989,221235,6-2 1-0 RET,3,R32,,,,,,,,,,,,,,,,,,,,839.0,27.0,,
2021-W-ITF-TUN-32A-2021,104-2021-W-ITF-TUN-32A-2021,214019,202908,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,603.0,61.0
2021-W-ITF-TUN-32A-2021,105-2021-W-ITF-TUN-32A-2021,214007,214660,3-6 6-3 7-6(2),3,R32,,,,,,,,,,,,,,,,,,,,517.0,84.0,935.0,21.0
2021-W-ITF-TUN-32A-2021,106-2021-W-ITF-TUN-32A-2021,238065,214032,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,781.0,34.0
2021-W-ITF-TUN-32A-2021,107-2021-W-ITF-TUN-32A-2021,214696,221501,6-0 6-1,3,R32,,,,,,,,,,,,,,,,,,,,648.0,53.0,1047.0,14.0
2021-W-ITF-TUN-32A-2021,108-2021-W-ITF-TUN-32A-2021,219663,219983,7-5 RET,3,R32,,,,,,,,,,,,,,,,,,,,859.0,26.0,580.0,66.0
2021-W-ITF-TUN-32A-2021,109-2021-W-ITF-TUN-32A-2021,220446,211437,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,657.0,52.0,1364.0,5.0
2021-W-ITF-TUN-32A-2021,110-2021-W-ITF-TUN-32A-2021,211105,221777,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1223.0,8.0,,
2021-W-ITF-TUN-32A-2021,111-2021-W-ITF-TUN-32A-2021,214212,216398,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,940.0,21.0,,
2021-W-ITF-TUN-32A-2021,112-2021-W-ITF-TUN-32A-2021,213737,224482,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,576.0,67.0,,
2021-W-ITF-TUN-32A-2021,113-2021-W-ITF-TUN-32A-2021,221124,221524,7-6(1) 6-3,3,R32,,,,,,,,,,,,,,,,,,,,596.0,63.0,,
2021-W-ITF-TUN-32A-2021,114-2021-W-ITF-TUN-32A-2021,221454,211043,6-0 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1003.0,17.0,799.0,32.0
2021-W-ITF-TUN-32A-2021,115-2021-W-ITF-TUN-32A-2021,215726,219887,7-5 6-1,3,R32,,,,,,,,,,,,,,,,,,,,745.0,39.0,1053.0,14.0
2021-W-ITF-TUN-32A-2021,116-2021-W-ITF-TUN-32A-2021,206077,221127,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,510.0,85.0,,
2021-W-ITF-TUN-32A-2021,201-2021-W-ITF-TUN-32A-2021,216160,215489,6-4 6-1,3,R16,,,,,,,,,,,,,,,,,,,,650.0,53.0,734.0,41.0
2021-W-ITF-TUN-32A-2021,202-2021-W-ITF-TUN-32A-2021,214019,222989,6-1 6-1,3,R16,,,,,,,,,,,,,,,,,,,,,,839.0,27.0
2021-W-ITF-TUN-32A-2021,203-2021-W-ITF-TUN-32A-2021,214007,238065,7-5 6-3,3,R16,,,,,,,,,,,,,,,,,,,,517.0,84.0,,
2021-W-ITF-TUN-32A-2021,204-2021-W-ITF-TUN-32A-2021,219663,214696,6-4 2-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,,859.0,26.0,648.0,53.0
2021-W-ITF-TUN-32A-2021,205-2021-W-ITF-TUN-32A-2021,211105,220446,2-6 6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,1223.0,8.0,657.0,52.0
2021-W-ITF-TUN-32A-2021,206-2021-W-ITF-TUN-32A-2021,214212,213737,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,940.0,21.0,576.0,67.0
2021-W-ITF-TUN-32A-2021,207-2021-W-ITF-TUN-32A-2021,221124,221454,6-1 6-1,3,R16,,,,,,,,,,,,,,,,,,,,596.0,63.0,1003.0,17.0
2021-W-ITF-TUN-32A-2021,208-2021-W-ITF-TUN-32A-2021,215726,206077,6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,745.0,39.0,510.0,85.0
2021-W-ITF-TUN-32A-2021,301-2021-W-ITF-TUN-32A-2021,216160,214019,6-1 6-4,3,QF,,,,,,,,,,,,,,,,,,,,650.0,53.0,,
2021-W-ITF-TUN-32A-2021,302-2021-W-ITF-TUN-32A-2021,219663,214007,7-5 3-6 6-1,3,QF,,,,,,,,,,,,,,,,,,,,859.0,26.0,517.0,84.0
2021-W-ITF-TUN-32A-2021,303-2021-W-ITF-TUN-32A-2021,211105,214212,6-4 6-2,3,QF,,,,,,,,,,,,,,,,,,,,1223.0,8.0,940.0,21.0
2021-W-ITF-TUN-32A-2021,304-2021-W-ITF-TUN-32A-2021,221124,215726,6-0 6-4,3,QF,,,,,,,,,,,,,,,,,,,,596.0,63.0,745.0,39.0
2021-W-ITF-TUN-32A-2021,401-2021-W-ITF-TUN-32A-2021,216160,219663,6-2 7-6(7),3,SF,,,,,,,,,,,,,,,,,,,,650.0,53.0,859.0,26.0
2021-W-ITF-TUN-32A-2021,402-2021-W-ITF-TUN-32A-2021,221124,211105,6-4 1-0 RET,3,SF,,,,,,,,,,,,,,,,,,,,596.0,63.0,1223.0,8.0
2021-W-ITF-TUN-32A-2021,501-2021-W-ITF-TUN-32A-2021,216160,221124,6-3 7-6(3),3,F,,,,,,,,,,,,,,,,,,,,650.0,53.0,596.0,63.0
2021-W-ITF-TUN-32A-2021,118-2021-W-ITF-TUN-32A-2021,221764,243425,6-1 6-2,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-32A-2021,119-2021-W-ITF-TUN-32A-2021,228913,241751,6-7(5) 7-5 10-6,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-32A-2021,120-2021-W-ITF-TUN-32A-2021,221353,222095,6-3 6-2,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-32A-2021,122-2021-W-ITF-TUN-32A-2021,233738,223328,3-6 6-3 10-7,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-32A-2021,123-2021-W-ITF-TUN-32A-2021,221127,239183,6-4 6-2,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-32A-2021,124-2021-W-ITF-TUN-32A-2021,206354,221476,6-1 6-4,3,Q1,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-32A-2021,209-2021-W-ITF-TUN-32A-2021,211437,221764,6-0 6-1,3,Q2,,,,,,,,,,,,,,,,,,,,1364.0,5.0,,
2021-W-ITF-TUN-32A-2021,210-2021-W-ITF-TUN-32A-2021,221353,228913,6-0 6-2,3,Q2,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-32A-2021,211-2021-W-ITF-TUN-32A-2021,215474,233738,6-4 6-4,3,Q2,,,,,,,,,,,,,,,,,,,,1411.0,4.0,,
2021-W-ITF-TUN-32A-2021,212-2021-W-ITF-TUN-32A-2021,221127,206354,4-6 6-2 10-3,3,Q2,,,,,,,,,,,,,,,,,,,,,,,
2021-W-ITF-TUN-32A-2021,305-2021-W-ITF-TUN-32A-2021,211437,221353,6-0 6-4,3,Q3,,,,,,,,,,,,,,,,,,,,1364.0,5.0,,
2021-W-ITF-TUN-32A-2021,306-2021-W-ITF-TUN-32A-2021,221127,215474,6-3 6-0,3,Q3,,,,,,,,,,,,,,,,,,,,,,1411.0,4.0
2021-W-ITF-TUN-33A-2021,101-2021-W-ITF-TUN-33A-2021,206077,219663,6-4 6-1,3,R32,,,,,,,,,,,,,,,,,,,,513.0,85.0,823.0,29.0
2021-W-ITF-TUN-33A-2021,102-2021-W-ITF-TUN-33A-2021,221395,233738,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,994.0,18.0,,
2021-W-ITF-TUN-33A-2021,103-2021-W-ITF-TUN-33A-2021,211043,221235,6-0 2-1 RET,3,R32,,,,,,,,,,,,,,,,,,,,798.0,32.0,,
2021-W-ITF-TUN-33A-2021,104-2021-W-ITF-TUN-33A-2021,215489,220841,6-0 6-3,3,R32,,,,,,,,,,,,,,,,,,,,735.0,41.0,1238.0,8.0
2021-W-ITF-TUN-33A-2021,105-2021-W-ITF-TUN-33A-2021,220545,220695,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,620.0,58.0,,
2021-W-ITF-TUN-33A-2021,106-2021-W-ITF-TUN-33A-2021,213698,221355,6-4 7-6(5),3,R32,,,,,,,,,,,,,,,,,,,,1172.0,10.0,,
2021-W-ITF-TUN-33A-2021,107-2021-W-ITF-TUN-33A-2021,219887,211437,3-1 RET,3,R32,,,,,,,,,,,,,,,,,,,,1054.0,14.0,1364.0,5.0
2021-W-ITF-TUN-33A-2021,108-2021-W-ITF-TUN-33A-2021,220446,215085,6-0 6-0,3,R32,,,,,,,,,,,,,,,,,,,,691.0,47.0,,
2021-W-ITF-TUN-33A-2021,109-2021-W-ITF-TUN-33A-2021,221996,221702,6-0 6-1,3,R32,,,,,,,,,,,,,,,,,,,,788.0,32.0,,
