tourney_id,match_num,winner_id,loser_id,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2018-W-WITF-SGP-01A-2018,31-2018-W-WITF-SGP-01A-2018,206075,206049,7-6(4) 6-0,3,F,,,,,,,,,,,,,,,,,,,,335.0,131.0,306.0,159.0
2018-W-WITF-SGP-02A-2018,1-2018-W-WITF-SGP-02A-2018,201612,210738,4-6 7-5 7-5,3,R32,,,,,,,,,,,,,,,,,,,,220.0,239.0,774.0,22.0
2018-W-WITF-SGP-02A-2018,2-2018-W-WITF-SGP-02A-2018,202908,221106,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,297.0,162.0,,
2018-W-WITF-SGP-02A-2018,3-2018-W-WITF-SGP-02A-2018,206049,204366,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,372.0,110.0,644.0,35.0
2018-W-WITF-SGP-02A-2018,4-2018-W-WITF-SGP-02A-2018,214219,202614,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,,354.0,118.0,265.0,189.0
2018-W-WITF-SGP-02A-2018,5-2018-W-WITF-SGP-02A-2018,211941,215811,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,263.0,194.0,368.0,111.0
2018-W-WITF-SGP-02A-2018,6-2018-W-WITF-SGP-02A-2018,202498,214277,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,273.0,185.0,436.0,82.0
2018-W-WITF-SGP-02A-2018,7-2018-W-WITF-SGP-02A-2018,205344,221105,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,837.0,17.0,,
2018-W-WITF-SGP-02A-2018,8-2018-W-WITF-SGP-02A-2018,204291,211541,6-1 2-6 6-1,3,R32,,,,,,,,,,,,,,,,,,,,284.0,173.0,520.0,61.0
2018-W-WITF-SGP-02A-2018,9-2018-W-WITF-SGP-02A-2018,203555,211881,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,291.0,166.0,350.0,120.0
2018-W-WITF-SGP-02A-2018,10-2018-W-WITF-SGP-02A-2018,204288,211234,3-6 6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,513.0,63.0,,
2018-W-WITF-SGP-02A-2018,11-2018-W-WITF-SGP-02A-2018,210056,215858,6-1 7-6(3),3,R32,,,,,,,,,,,,,,,,,,,,462.0,75.0,,
2018-W-WITF-SGP-02A-2018,12-2018-W-WITF-SGP-02A-2018,203552,214295,6-3 7-6(4),3,R32,,,,,,,,,,,,,,,,,,,,264.0,189.0,349.0,122.0
2018-W-WITF-SGP-02A-2018,13-2018-W-WITF-SGP-02A-2018,211844,211544,6-0 6-4,3,R32,,,,,,,,,,,,,,,,,,,,307.0,156.0,558.0,52.0
2018-W-WITF-SGP-02A-2018,14-2018-W-WITF-SGP-02A-2018,201657,221126,6-2 6-0,3,R32,,,,,,,,,,,,,,,,,,,,383.0,105.0,,
2018-W-WITF-SGP-02A-2018,15-2018-W-WITF-SGP-02A-2018,206075,202502,6-2 7-6(4),3,R32,,,,,,,,,,,,,,,,,,,,367.0,112.0,504.0,66.0
2018-W-WITF-SGP-02A-2018,16-2018-W-WITF-SGP-02A-2018,210926,214694,7-5 4-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,465.0,74.0,262.0,194.0
2018-W-WITF-SGP-02A-2018,17-2018-W-WITF-SGP-02A-2018,201612,202908,W/O,3,R16,,,,,,,,,,,,,,,,,,,,220.0,239.0,297.0,162.0
2018-W-WITF-SGP-02A-2018,18-2018-W-WITF-SGP-02A-2018,214219,206049,6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,,354.0,118.0,372.0,110.0
2018-W-WITF-SGP-02A-2018,19-2018-W-WITF-SGP-02A-2018,202498,211941,2-1 RET,3,R16,,,,,,,,,,,,,,,,,,,,273.0,185.0,263.0,194.0
2018-W-WITF-SGP-02A-2018,20-2018-W-WITF-SGP-02A-2018,204291,205344,6-1 6-2,3,R16,,,,,,,,,,,,,,,,,,,,284.0,173.0,837.0,17.0
2018-W-WITF-SGP-02A-2018,21-2018-W-WITF-SGP-02A-2018,204288,203555,6-2 6-3,3,R16,,,,,,,,,,,,,,,,,,,,513.0,63.0,291.0,166.0
2018-W-WITF-SGP-02A-2018,22-2018-W-WITF-SGP-02A-2018,203552,210056,6-1 6-2,3,R16,,,,,,,,,,,,,,,,,,,,264.0,189.0,462.0,75.0
2018-W-WITF-SGP-02A-2018,23-2018-W-WITF-SGP-02A-2018,211844,201657,3-6 6-3 6-4,3,R16,,,,,,,,,,,,,,,,,,,,307.0,156.0,383.0,105.0
2018-W-WITF-SGP-02A-2018,24-2018-W-WITF-SGP-02A-2018,206075,210926,6-1 6-4,3,R16,,,,,,,,,,,,,,,,,,,,367.0,112.0,465.0,74.0
