country_ioc,average,win_num,name
ITA,30.894736842105264,61,Elisabetta Cocciaretto                                                
ITA,30.894736842105264,182,Marco Cecchinato                                                      
ITA,30.894736842105264,80,Riccardo Bonadio                                                      
ITA,30.894736842105264,53,Nicole Fossa Huergo                                                   
ITA,30.894736842105264,138,Fabio Fognini                                                         
ITA,30.894736842105264,142,Anastasia Grymalska                                                   
ITA,30.894736842105264,161,Salvatore Caruso                                                      
ITA,30.894736842105264,32,Andrea Basso                                                          
ITA,30.894736842105264,111,Luca Vanni                                                            
ITA,30.894736842105264,100,Bianca Turati                                                         
ITA,30.894736842105264,41,Edoardo Eremin                                                        
ITA,30.894736842105264,114,Deborah Chiesa                                                        
ITA,30.894736842105264,74,Lorenzo Musetti                                                       
ITA,30.894736842105264,152,Jasmine Paolini                                                       
ITA,30.894736842105264,121,Andreas Seppi                                                         
ITA,30.894736842105264,174,Matteo Berrettini                                                     
ITA,30.894736842105264,124,Lorenzo Giustino                                                      
ITA,30.894736842105264,115,Sara Errani                                                           
ITA,30.894736842105264,129,Lucrezia Stefanini                                                    
ITA,30.894736842105264,76,Nuria Brancaccio                                                      
ITA,30.894736842105264,60,Angelica Raggi                                                        
ITA,30.894736842105264,116,Jannik Sinner                                                         
ITA,30.894736842105264,67,Andrea Vavassori                                                      
ITA,30.894736842105264,68,Corinna Dentoni                                                       
ITA,30.894736842105264,61,Verena Meliss                                                         
ITA,30.894736842105264,78,Federica Bilardo                                                      
ITA,30.894736842105264,105,Claudia Giovine                                                       
ITA,30.894736842105264,36,Francesca Schiavone                                                   
ITA,30.894736842105264,74,Anna Turati                                                           
ITA,30.894736842105264,72,Filippo Baldi                                                         
ITA,30.894736842105264,123,Stefano Napolitano                                                    
ITA,30.894736842105264,43,Raul Brancaccio                                                       
ITA,30.894736842105264,32,Francesco Forti                                                       
ITA,30.894736842105264,164,Giulia Gatto Monticone                                                
ITA,30.894736842105264,109,Camila Giorgi                                                         
ITA,30.894736842105264,171,Gianluca Mager                                                        
ITA,30.894736842105264,143,Angelica Moratelli                                                    
ITA,30.894736842105264,149,Stefano Travaglia                                                     
ITA,30.894736842105264,40,Alice Balducci                                                        
ITA,30.894736842105264,124,Viktor Galovic                                                        
ITA,30.894736842105264,116,Jessica Pieri                                                         
ITA,30.894736842105264,78,Matteo Donati                                                         
ITA,30.894736842105264,56,Nastassja Burnett                                                     
ITA,30.894736842105264,58,Tatiana Pieri                                                         
ITA,30.894736842105264,32,Lisa Pigato                                                           
ITA,30.894736842105264,162,Alessandro Giannessi                                                  
ITA,30.894736842105264,114,Federica Di Sarra                                                     
ITA,30.894736842105264,173,Federico Gaio                                                         
ITA,30.894736842105264,56,Alessandro Bega                                                       
ITA,30.894736842105264,59,Verena Hofer                                                          
ITA,30.894736842105264,85,Gianluigi Quinzi                                                      
ITA,30.894736842105264,128,Roberto Marcora                                                       
ITA,30.894736842105264,97,Camilla Scala                                                         
ITA,30.894736842105264,34,Giulia Crescenzi                                                      
ITA,30.894736842105264,58,Miriana Tona                                                          
ITA,30.894736842105264,66,Federica Prati                                                        
ITA,30.894736842105264,176,Lorenzo Sonego                                                        
JPN,30.871134020618555,41,Misa Eguchi                                                           
JPN,30.871134020618555,75,Mari Osaka                                                            
JPN,30.871134020618555,63,Risa Ushijima                                                         
JPN,30.871134020618555,81,Miyu Kato                                                             
JPN,30.871134020618555,72,Riko Sawayanagi                                                       
JPN,30.871134020618555,114,Eri Hozumi                                                            
JPN,30.871134020618555,61,Yuuki Tanaka                                                          
JPN,30.871134020618555,93,Kyoka Okamura                                                         
JPN,30.871134020618555,80,Mai Minokoshi                                                         
JPN,30.871134020618555,41,Ramu Ueda                                                             
JPN,30.871134020618555,56,Yuuya Kibi                                                            
JPN,30.871134020618555,131,Kei Nishikori                                                         
JPN,30.871134020618555,108,Erika Sema                                                            
JPN,30.871134020618555,34,Renta Tokuda                                                          
JPN,30.871134020618555,49,Sakura Hosogi                                                         
JPN,30.871134020618555,130,Tatsuma Ito                                                           
JPN,30.871134020618555,116,Ayano Shimizu                                                         
JPN,30.871134020618555,153,Go Soeda                                                              
JPN,30.871134020618555,59,Mana Ayukawa                                                          
JPN,30.871134020618555,77,Ayumi Koshiishi                                                       
JPN,30.871134020618555,91,Haruka Kaji                                                           
JPN,30.871134020618555,92,Chihiro Muramatsu                                                     
JPN,30.871134020618555,74,Mai Hontama                                                           
JPN,30.871134020618555,38,Mei Yamaguchi                                                         
JPN,30.871134020618555,128,Kurumi Nara                                                           
JPN,30.871134020618555,173,Taro Daniel                                                           
JPN,30.871134020618555,72,Kaichi Uchida                                                         
JPN,30.871134020618555,123,Mayo Hibi                                                             
JPN,30.871134020618555,89,Shiho Akita                                                           
JPN,30.871134020618555,117,Hiroki Moriya                                                         
JPN,30.871134020618555,35,Yukina Saigo                                                          
JPN,30.871134020618555,65,Haruna Arakawa                                                        
JPN,30.871134020618555,102,Risa Ozaki                                                            
JPN,30.871134020618555,33,Makoto Ochi                                                           
JPN,30.871134020618555,118,Nao Hibino                                                            
JPN,30.871134020618555,58,Michika Ozeki                                                         
JPN,30.871134020618555,149,Yoshihito Nishioka                                                    
JPN,30.871134020618555,43,Yusuke Takahashi                                                      
JPN,30.871134020618555,105,Junri Namigata                                                        
JPN,30.871134020618555,56,Ayaka Okuno                                                           
JPN,30.871134020618555,57,Yuki Naito                                                            
JPN,30.871134020618555,142,Yuichi Sugita                                                         
JPN,30.871134020618555,60,Satsuki Takamura                                                      
JPN,30.871134020618555,47,Aiko Yoshitomi                                                        
JPN,30.871134020618555,37,Himeno Sakatsume                                                      
JPN,30.871134020618555,96,Naomi Osaka                                                           
JPN,30.871134020618555,118,Miharu Imanishi                                                       
JPN,30.871134020618555,124,Misaki Doi                                                            
JPN,30.871134020618555,79,Momoko Kobori                                                         
JPN,30.871134020618555,56,Nagi Hanatani                                                         
JPN,30.871134020618555,128,Yasutaka Uchiyama                                                     
JPN,30.871134020618555,73,Shuichi Sekiguchi                                                     
JPN,30.871134020618555,95,Akiko Omae                                                            
JPN,30.871134020618555,82,Yosuke Watanuki                                                       
JPN,30.871134020618555,105,Hiroko Kuwata                                                         
JPN,30.871134020618555,75,Miyabi Inoue                                                          
JPN,30.871134020618555,38,Shuko Aoyama                                                          
JPN,30.871134020618555,37,Erina Hayashi                                                         
JPN,30.871134020618555,77,Yuriko Miyazaki                                                       
KAZ,36.697674418604649,71,Kamila Kerimbayeva                                                    
KAZ,36.697674418604649,110,Aleksandr Nedovyesov                                                  
KAZ,36.697674418604649,171,Alexander Bublik                                                      
KAZ,36.697674418604649,81,Sesil Karatantcheva                                                   
KAZ,36.697674418604649,127,Zarina Diyas                                                          
KAZ,36.697674418604649,123,Mikhail Kukushkin                                                     
KAZ,36.697674418604649,128,Gozal Ainitdinova                                                     
KAZ,36.697674418604649,140,Elena Rybakina                                                        
KAZ,36.697674418604649,104,Yulia Putintseva                                                      
KAZ,36.697674418604649,58,Anna Danilina                                                         
KAZ,36.697674418604649,48,Denis Yevseyev                                                        
KAZ,36.697674418604649,123,Dmitry Popko                                                          
KAZ,36.697674418604649,92,Zhibek Kulambayeva                                                    
KEN,1.3999999999999999,2,Judith Muraa                                                          
KEN,1.3999999999999999,2,Angella Okutoyi                                                       
KGZ,13,69,Ksenia Palkina                                                        
KOR,20.246913580246915,102,Hyeon Chung                                                           
KOR,20.246913580246915,25,Sang Hee Park                                                         
KOR,20.246913580246915,149,Su Jeong Jang                                                         
KOR,20.246913580246915,21,Hyojung Yea                                                           
KOR,20.246913580246915,27,Da Hye Kim                                                            
KOR,20.246913580246915,72,Sunam Jeong                                                           
KOR,20.246913580246915,82,Yunseong Chung                                                        
KOR,20.246913580246915,151,Soon Woo Kwon                                                         
KOR,20.246913580246915,37,Seung Yeon Hong                                                       
KOR,20.246913580246915,64,So Ra Lee                                                             
KOR,20.246913580246915,64,Ji Hee Choi                                                           
KOR,20.246913580246915,36,Ji Sung Nam                                                           
KOR,20.246913580246915,21,Yeong Won Jeong                                                       
KOR,20.246913580246915,56,Na Ri Kim                                                             
KOR,20.246913580246915,141,Na Lae Han                                                            
KOR,20.246913580246915,30,Sung Hee Han                                                          
KOR,20.246913580246915,66,Dabin Kim                                                             
KOR,20.246913580246915,35,Cheong Eui Kim                                                        
KOR,20.246913580246915,109,Duck Hee Lee                                                          
KOR,20.246913580246915,70,Sohyun Park                                                           
KOR,20.246913580246915,28,Eunhye Lee                                                            
LAT,30.25,121,Anastasija Sevastova                                                  
LAT,30.25,119,Jelena Ostapenko                                                      
LAT,30.25,33,Kamilla Bartone                                                       
LAT,30.25,79,Daniela Vismane                                                       
LAT,30.25,80,Ernests Gulbis                                                        
LAT,30.25,142,Diana Marcinkevica                                                    
LIB,4.75,12,Michel Saade                                                          
LIB,4.75,5,Hady Habib                                                            
LIE,61.666666666666664,170,Kathinka Von Deichmann                                                
LTU,31.25,72,Justina Mikulskyte                                                    
LTU,31.25,156,Ricardas Berankis                                                     
LTU,31.25,65,Laurynas Grigelis                                                     
LUX,56,122,Mandy Minella                                                         
LUX,56,109,Eleonora Molinaro                                                     
MAR,3.5555555555555554,9,Reda El Amrani                                                        
MAR,3.5555555555555554,6,Lina Qostal                                                           
MAR,3.5555555555555554,8,Aya El Aouni                                                          
MAR,3.5555555555555554,18,Rita Atik                                                             
MAS,4.2857142857142856,15,Jawairiah Noordin                                                     
MAS,4.2857142857142856,9,Theiviya Selvarajoo                                                   
MDA,45.1875,161,Radu Albot                                                            
MDA,45.1875,85,Anastasia Vdovenco                                                    
MDA,45.1875,77,Anastasia Detiuc                                                      
MDA,45.1875,118,Cristina Bucsa                                                        
MDA,45.1875,108,Alexandra Perper                                                      
MDA,45.1875,79,Aliona Bolsova                                                        
MEX,15.214285714285714,101,Victoria Rodriguez                                                    
MEX,15.214285714285714,25,Lucas Gomez                                                           
MEX,15.214285714285714,47,Maria Jose Portillo Ramirez                                           
MEX,15.214285714285714,42,Andrea Renee Villarreal                                               
MEX,15.214285714285714,147,Renata Zarazua                                                        
MEX,15.214285714285714,62,Giuliana Olmos                                                        
MEX,15.214285714285714,44,Fernanda Contreras Gomez                                              
MEX,15.214285714285714,22,Sabastiani Leon                                                       
MEX,15.214285714285714,25,Manuel Sanchez                                                        
MEX,15.214285714285714,98,Marcela Zacarias                                                      
MEX,15.214285714285714,135,Ana Sofia Sanchez                                                     
MKD,52,134,Lina Gjorcheska                                                       
MLT,21,28,Helene Pellicano                                                      
MNE,33.600000000000001,129,Danka Kovinic                                                         
MON,19.25,55,Hugo Nys                                                              
MRI,2,3,Amelie Boy                                                            
NED,26.989795918367346,57,Igor Sijsling                                                         
NED,26.989795918367346,96,Suzan Lamens                                                          
NED,26.989795918367346,54,Lexie Stevens                                                         
NED,26.989795918367346,58,Eva Vedder                                                            
NED,26.989795918367346,101,Tallon Griekspoor                                                     
NED,26.989795918367346,37,Stephanie Judith Visscher                                             
NED,26.989795918367346,42,Dominique Karregat                                                    
NED,26.989795918367346,53,Jelle Sels                                                            
NED,26.989795918367346,36,Scott Griekspoor                                                      
NED,26.989795918367346,29,Lian Tran                                                             
NED,26.989795918367346,83,Indy De Vroome                                                        
NED,26.989795918367346,34,Nina Kruijer                                                          
NED,26.989795918367346,48,Chayenne Ewijk                                                        
NED,26.989795918367346,227,Arantxa Rus                                                           
NED,26.989795918367346,153,Lesley Kerkhove                                                       
NED,26.989795918367346,42,Thiemo De Bakker                                                      
NED,26.989795918367346,73,Arianne Hartono                                                       
NED,26.989795918367346,139,Kiki Bertens                                                          
NED,26.989795918367346,60,Tim Van Rijthoven                                                     
NED,26.989795918367346,80,Botic van de Zandschulp                                               
NED,26.989795918367346,126,Robin Haase                                                           
NED,26.989795918367346,133,Richel Hogenkamp                                                      
NED,26.989795918367346,55,Merel Hoedt                                                           
NED,26.989795918367346,39,Noa Liauw A Fong                                                      
NED,26.989795918367346,123,Bibiane Schoofs                                                       
NED,26.989795918367346,122,Cindy Burger                                                          
NED,26.989795918367346,115,Quirine Lemoine                                                       
NGR,1.75,4,Blessing Samuel                                                       
NGR,1.75,4,Barakat Oyinlomo Quadre                                               
NOR,31.38095238095238,94,Malene Helgo                                                          
NOR,31.38095238095238,186,Casper Ruud                                                           
NOR,31.38095238095238,134,Ulrikke Eikeri                                                        
NOR,31.38095238095238,58,Viktor Durasovic                                                      
NOR,31.38095238095238,107,Melanie Stokke                                                        
NOR,31.38095238095238,37,Astrid Wanja Brune Olsen                                              
NZL,18.076923076923077,20,Emily Fanning                                                         
NZL,18.076923076923077,45,Marina Erakovic                                                       
NZL,18.076923076923077,55,Jose Rubin Statham                                                    
NZL,18.076923076923077,67,Paige Mary Hourigan                                                   
PAK,3.1428571428571428,4,Aisam Ul Haq Qureshi                                                  
PAK,3.1428571428571428,6,Aqeel Khan                                                            
PAK,3.1428571428571428,6,Ushna Suhail                                                          
PAN,1.3333333333333333,2,Rosaline Zafir Chavez Tello                                           
PAR,22.875,84,Camila Giangreco Campiz                                               
PAR,22.875,124,Veronica Cepede Royg                                                  
PAR,22.875,94,Montserrat Gonzalez                                                   
PAR,22.875,30,Lara Escauriza                                                        
PER,12.823529411764707,16,Mauricio Echazu                                                       
PER,12.823529411764707,98,Juan Pablo Varillas                                                   
PER,12.823529411764707,31,Dominique Schaefer                                                    
PER,12.823529411764707,29,Nicolas Alvarez                                                       
PHI,4.2222222222222223,5,Khim Iglupas                                                          
PHI,4.2222222222222223,7,Marian Jade Capadocia                                                 
PHI,4.2222222222222223,12,Ruben Gonzales                                                        
POC,1.6666666666666667,3,Carol Young Suh Lee                                                   
POL,23.3125,99,Katarzyna Kawa                                                        
POL,23.3125,68,Agnieszka Radwanska                                                   
POL,23.3125,98,Katarzyna Piter                                                       
POL,23.3125,136,Magda Linette                                                         
POL,23.3125,24,Martyna Kubka                                                         
POL,23.3125,80,Urszula Radwanska                                                     
POL,23.3125,148,Kamil Majchrzak                                                       
POL,23.3125,55,Weronika Falkowska                                                    
POL,23.3125,47,Michal Przysiezny                                                     
POL,23.3125,168,Magdalena Frech                                                       
POL,23.3125,59,Marta Lesniak                                                         
POL,23.3125,38,Paula Kania                                                           
POL,23.3125,189,Hubert Hurkacz                                                        
POL,23.3125,59,Natalia Siedliska                                                     
POL,23.3125,52,Maja Chwalinska                                                       
POL,23.3125,27,Sandra Zaniewska                                                      
POL,23.3125,47,Jerzy Janowicz                                                        
POL,23.3125,42,Kacper Zuk                                                            
POL,23.3125,94,Iga Swiatek                                                           
POL,23.3125,31,Joanna Zawadzka                                                       
POR,23.531914893617021,87,Joao Domingues                                                        
POR,23.531914893617021,141,Gastao Elias                                                          
POR,23.531914893617021,84,Goncalo Oliveira                                                      
POR,23.531914893617021,168,Pedro Sousa                                                           
POR,23.531914893617021,97,Frederico Ferreira Silva                                              
POR,23.531914893617021,90,Francisca Jorge                                                       
POR,23.531914893617021,42,Michelle Larcher De Brito                                             
POR,23.531914893617021,47,Maria Joao Koehler                                                    
POR,23.531914893617021,109,Joao Sousa                                                            
POR,23.531914893617021,88,Ines Murta                                                            
PUR,23.800000000000001,112,Monica Puig                                                           
ROU,40.264957264957268,164,Andreea Amalia Rosca                                                  
ROU,40.264957264957268,101,Oana Gavrila                                                          
ROU,40.264957264957268,142,Marius Copil                                                          
ROU,40.264957264957268,161,Jaqueline Adina Cristian                                              
ROU,40.264957264957268,49,Andreea Ghitescu                                                      
ROU,40.264957264957268,104,Cristina Ene                                                          
ROU,40.264957264957268,128,Raluca Georgiana Serban                                               
ROU,40.264957264957268,154,Irina Maria Bara                                                      
ROU,40.264957264957268,86,Monica Niculescu                                                      
ROU,40.264957264957268,121,Sorana Cirstea                                                        
ROU,40.264957264957268,103,Patricia Maria Tig                                                    
ROU,40.264957264957268,52,Cristina Adamescu                                                     
ROU,40.264957264957268,45,Gabriela Nicole Tatarus                                               
ROU,40.264957264957268,168,Oana Georgeta Simion                                                  
ROU,40.264957264957268,147,Elena Gabriela Ruse                                                   
ROU,40.264957264957268,77,Andreea Prisacariu                                                    
ROU,40.264957264957268,110,Miriam Bianca Bulgaru                                                 
ROU,40.264957264957268,91,Gabriela Talaba                                                       
ROU,40.264957264957268,58,Daiana Negreanu                                                       
ROU,40.264957264957268,152,Cristina Dinu                                                         
ROU,40.264957264957268,135,Simona Halep                                                          
ROU,40.264957264957268,123,Ana Bogdan                                                            
ROU,40.264957264957268,116,Irina Camelia Begu                                                    
ROU,40.264957264957268,61,Arina Gabriela Vasilescu                                              
ROU,40.264957264957268,112,Elena Teodora Cadar                                                   
ROU,40.264957264957268,62,Ana Bianca Mihaila                                                    
ROU,40.264957264957268,128,Georgia Andreea Craciun                                               
ROU,40.264957264957268,50,Ioana Diana Pietroiu                                                  
ROU,40.264957264957268,52,Gabriela Duca                                                         
ROU,40.264957264957268,58,Cristina Andreea Mitu                                                 
ROU,40.264957264957268,126,Mihaela Buzarnescu                                                    
ROU,40.264957264957268,127,Ioana Loredana Rosca                                                  
ROU,40.264957264957268,62,Michele Alexandra Zmau                                                
ROU,40.264957264957268,134,Alexandra Cadantu                                                     
ROU,40.264957264957268,83,Nicoleta Catalina Dascalu                                             
ROU,40.264957264957268,62,Karola Patricia Bejenaru                                              
ROU,40.264957264957268,87,Ioana Gaspar                                                          
ROU,40.264957264957268,63,Alexandra Dulgheru                                                    
ROU,40.264957264957268,133,Laura Ioana Andrei                                                    
ROU,40.264957264957268,136,Irina Fetecau                                                         
ROU,40.264957264957268,136,Ylona Georgiana Ghioroaie                                             
RSA,16.222222222222221,22,Zoe Kruger                                                            
RSA,16.222222222222221,157,Lloyd Harris                                                          
RSA,16.222222222222221,140,Chanel Simmonds                                                       
RSA,16.222222222222221,110,Kevin Anderson                                                        
RSA,16.222222222222221,47,Ruan Roelofse                                                         
RUS,33,60,Anna Pribylova                                                        
RUS,33,120,Darya Kasatkina                                                       
RUS,33,136,Ludmilla Samsonova                                                    
RUS,33,40,Alina Charaeva                                                        
RUS,33,135,Valeria Savinykh                                                      
RUS,33,125,Alexey Vatutin                                                        
RUS,33,92,Ekaterina Yashina                                                     
RUS,33,39,Valeriya Zeleva                                                       
RUS,33,43,Ekaterina Shalimova                                                   
RUS,33,42,Alexandra Panova                                                      
RUS,33,67,Viktoria Kamenskaya                                                   
RUS,33,36,Alexander Kudryavtsev                                                 
RUS,33,73,Nika Kukharchuk                                                       
RUS,33,122,Anna Kalinskaya                                                       
RUS,33,34,Erika Andreeva                                                        
RUS,33,49,Ekaterina Makarova 1996                                               
RUS,33,90,Evgeniya Rodina                                                       
RUS,33,99,Natalia Vikhlyantseva                                                 
RUS,33,86,Sofya Zhuk                                                            
RUS,33,49,Natalia Orlova                                                        
RUS,33,55,Anastasia Zolotareva                                                  
RUS,33,64,Aleksandra Pospelova                                                  
RUS,33,155,Anna Blinkova                                                         
RUS,33,108,Anastasia Pavlyuchenkova                                              
RUS,33,144,Anna Morgina                                                          
RUS,33,37,Julia Avdeeva                                                         
RUS,33,116,Ekaterina Kazionova                                                   
RUS,33,79,Marta Paigina                                                         
RUS,33,91,Daria Kruzhkova                                                       
RUS,33,164,Ekaterina Alexandrova                                                 
RUS,33,134,Aslan Karatsev                                                        
RUS,33,53,Diana Demidova                                                        
RUS,33,41,Daria Nazarkina                                                       
RUS,33,69,Pavel Kotov                                                           
RUS,33,70,Darya Astakhova                                                       
RUS,33,55,Andrey Kuznetsov                                                      
RUS,33,60,Margarita Gasparyan                                                   
RUS,33,227,Andrey Rublev                                                         
RUS,33,110,Olga Doroshina                                                        
RUS,33,188,Karen Khachanov                                                       
RUS,33,83,Anastasia Zakharova                                                   
RUS,33,95,Roman Safiullin                                                       
RUS,33,43,Anastasia Sukhotina                                                   
RUS,33,148,Evgeny Donskoy                                                        
RUS,33,75,Angelina Zhuravleva                                                   
RUS,33,46,Angelina Gabueva                                                      
RUS,33,88,Yana Sizikova                                                         
RUS,33,70,Vera Zvonareva                                                        
RUS,33,76,Margarita Lazareva                                                    
RUS,33,79,Konstantin Kravchuk                                                   
RUS,33,121,Anastasia Kulikova                                                    
RUS,33,73,Vlada Koval                                                           
RUS,33,75,Mikhail Youzhny                                                       
RUS,33,47,Valeria Solovieva                                                     
RUS,33,38,Elizaveta Kulichkova                                                  
RUS,33,38,Alla Kudryavtseva                                                     
RUS,33,120,Vitalia Diatchenko                                                    
RUS,33,53,Vasilisa Aponasenko                                                   
RUS,33,36,Oksana Selekhmeteva                                                   
RUS,33,49,Ekaterina Vishnevskaya                                                
RUS,33,43,Valeriya Olyanovskaya                                                 
RUS,33,120,Anastasiya Komardina                                                  
RUS,33,90,Daria Mironova                                                        
RUS,33,140,Arina Rodionova                                                       
RUS,33,61,Anna Ureke                                                            
RUS,33,54,Anastasia Frolova                                                     
RUS,33,40,Ivan Gakhov                                                           
RUS,33,36,Sofia Dmitrieva                                                       
RUS,33,79,Varvara Gracheva                                                      
RUS,33,62,Polina Bakhmutkina                                                    
RUS,33,72,Valeriya Yushchenko                                                   
RUS,33,120,Anastasia Pribylova                                                   
RUS,33,165,Veronika Kudermetova                                                  
RUS,33,78,Anna Ukolova                                                          
RUS,33,59,Elina Avanesyan                                                       
RUS,33,248,Daniil Medvedev                                                       
RUS,33,123,Marina Melnikova                                                      
RUS,33,48,Sofya Lansere                                                         
RUS,33,59,Elena Vesnina                                                         
RUS,33,38,Ulyana Ayzatulina                                                     
RUS,33,91,Anastasia Potapova                                                    
RUS,33,59,Ksenia Lykina                                                         
RUS,33,57,Anastasia Tikhonova                                                   
RUS,33,113,Anastasia Gasanova                                                    
RUS,33,77,Ekaterina Makarova                                                    
RUS,33,85,Svetlana Kuznetsova                                                   
RUS,33,130,Anastasia Evgenyevna Nefedova                                         
RUS,33,124,Irina Khromacheva                                                     
RUS,33,43,Anastasia Pivovarova                                                  
RUS,33,103,Evgeny Karlovskiy                                                     
RUS,33,76,Kamilla Rakhimova                                                     
RUS,33,36,Margarita Skryabina                                                   
RUS,33,105,Polina Monova                                                         
RUS,33,136,Victoria Kan                                                          
RUS,33,35,Yulia Kulikova                                                        
RUS,33,117,Varvara Flink                                                         
RUS,33,95,Polina Leykina                                                        
RUS,33,98,Daria Lodikova                                                        
RUS,33,93,Maria Marfutina                                                       
RUS,33,45,Maria Timofeeva                                                       
RUS,33,127,Amina Anshba                                                          
RUS,33,107,Teymuraz Gabashvili                                                   
RUS,33,70,Alina Silich                                                          
RUS,33,52,Anhzelika Isaeva                                                      
SGP,1.6666666666666667,3,Hx Izabella Tan                                                       
SIN,15,34,Stefanie Tan                                                          
SLO,42.11904761904762,135,Blaz Kavcic                                                           
SLO,42.11904761904762,51,Pia Cuk                                                               
SLO,42.11904761904762,167,Nastja Kolar                                                          
SLO,42.11904761904762,46,Veronika Erjavec                                                      
SLO,42.11904761904762,131,Nina Potocnik                                                         
SLO,42.11904761904762,186,Tamara Zidansek                                                       
SLO,42.11904761904762,162,Blaz Rola                                                             
SLO,42.11904761904762,101,Kaja Juvan                                                            
SLO,42.11904761904762,48,Nika Radisic                                                          
SLO,42.11904761904762,119,Polona Hercog                                                         
SLO,42.11904761904762,146,Dalila Jakupovic                                                      
SLO,42.11904761904762,134,Aljaz Bedene                                                          
SLO,42.11904761904762,80,Manca Pislak                                                          
SRB,35.701149425287355,165,Laslo Djere                                                           
SRB,35.701149425287355,99,Pedja Krstin                                                          
SRB,35.701149425287355,89,Olga Danilovic                                                        
SRB,35.701149425287355,59,Miljan Zekic                                                          
SRB,35.701149425287355,230,Novak Djokovic                                                        
SRB,35.701149425287355,115,Natalija Kostic                                                       
SRB,35.701149425287355,110,Danilo Petrovic                                                       
SRB,35.701149425287355,43,Draginja Vukovic                                                      
SRB,35.701149425287355,134,Dejana Radanovic                                                      
SRB,35.701149425287355,50,Janko Tipsarevic                                                      
SRB,35.701149425287355,137,Nina Stojanovic                                                       
SRB,35.701149425287355,137,Nikola Milojevic                                                      
SRB,35.701149425287355,111,Aleksandra Krunic                                                     
SRB,35.701149425287355,125,Bojana Marinkovic                                                     
SRB,35.701149425287355,54,Barbara Bonic                                                         
SRB,35.701149425287355,37,Mihaela Djakovic                                                      
SRB,35.701149425287355,173,Filip Krajinovic                                                      
SRB,35.701149425287355,135,Dusan Lajovic                                                         
SRB,35.701149425287355,136,Tamara Curovic                                                        
SRB,35.701149425287355,121,Miomir Kecmanovic                                                     
SRB,35.701149425287355,117,Ivana Jorovic                                                         
SRB,35.701149425287355,71,Ana Veselinovic                                                       
SRB,35.701149425287355,92,Viktor Troicki                                                        
SRB,35.701149425287355,90,Jovana Jaksic                                                         
SRI,6.666666666666667,44,Adithya Karunaratne                                                   
SUI,43.353658536585364,117,Stefanie Voegele                                                      
SUI,43.353658536585364,59,Arlinda Rushiti                                                       
SUI,43.353658536585364,106,Stan Wawrinka                                                         
SUI,43.353658536585364,105,Karin Kennel                                                          
SUI,43.353658536585364,104,Lisa Sabino                                                           
SUI,43.353658536585364,94,Nina Stadler                                                          
SUI,43.353658536585364,53,Amra Sadikovic                                                        
SUI,43.353658536585364,146,Roger Federer                                                         
SUI,43.353658536585364,54,Chiara Grimm                                                          
SUI,43.353658536585364,123,Leonie Kung                                                           
SUI,43.353658536585364,44,Fiona Ganz                                                            
SUI,43.353658536585364,73,Marc Andrea Huesler                                                   
SUI,43.353658536585364,121,Belinda Bencic                                                        
SUI,43.353658536585364,50,Marco Chiudinelli                                                     
SUI,43.353658536585364,120,Susan Bandecchi                                                       
SUI,43.353658536585364,183,Henri Laaksonen                                                       
SUI,43.353658536585364,66,Joanne Zuger                                                          
SUI,43.353658536585364,118,Tess Sugnaux                                                          
SUI,43.353658536585364,72,Patty Schnyder                                                        
SUI,43.353658536585364,181,Conny Perrin                                                          
SUI,43.353658536585364,47,Jenny Duerst                                                          
SUI,43.353658536585364,45,Alexander Ritschard                                                   
SUI,43.353658536585364,99,Simona Waltert                                                        
SUI,43.353658536585364,149,Ylena In Albon                                                        
SUI,43.353658536585364,151,Viktorija Golubic                                                     
SUI,43.353658536585364,53,Valentina Ryser                                                       
SUI,43.353658536585364,63,Timea Bacsinszky                                                      
SUI,43.353658536585364,71,Lulu Radovcic                                                         
SUI,43.353658536585364,97,Rebeka Masarova                                                       
SUI,43.353658536585364,157,Jil Belen Teichmann                                                   
SVK,39.608108108108105,40,Timea Jaruskova                                                       
SVK,39.608108108108105,186,Viktoria Kuzmova                                                      
SVK,39.608108108108105,171,Andrej Martin                                                         
SVK,39.608108108108105,73,Magdalena Rybarikova                                                  
SVK,39.608108108108105,110,Jana Cepelova                                                         
SVK,39.608108108108105,118,Tereza Mihalikova                                                     
SVK,39.608108108108105,133,Lukas Lacko                                                           
SVK,39.608108108108105,132,Rebecca Sramkova                                                      
SVK,39.608108108108105,89,Alex Molcan                                                           
SVK,39.608108108108105,45,Kristina Schmiedlova                                                  
SVK,39.608108108108105,89,Dominika Cibulkova                                                    
SVK,39.608108108108105,108,Kristina Kucova                                                       
SVK,39.608108108108105,127,Chantal Skamlova                                                      
SVK,39.608108108108105,159,Norbert Gombos                                                        
SVK,39.608108108108105,125,Martin Klizan                                                         
SVK,39.608108108108105,176,Jozef Kovalik                                                         
SVK,39.608108108108105,89,Zuzana Zlochova                                                       
SVK,39.608108108108105,69,Viktoria Morvayova                                                    
SVK,39.608108108108105,121,Anna Karolina Schmiedlova                                             
SVK,39.608108108108105,57,Lukas Klein                                                           
SVK,39.608108108108105,69,Vivien Juhaszova                                                      
SVK,39.608108108108105,79,Michaela Honcova                                                      
SVK,39.608108108108105,60,Lenka Jurikova                                                        
SVK,39.608108108108105,126,Filip Horansky                                                        
SWE,23.797297297297298,122,Rebecca Peterson                                                      
SWE,23.797297297297298,33,Christian Lindell                                                     
SWE,23.797297297297298,104,Mirjam Bjorklund                                                      
